id,label,type,cluster_id,cluster_size,type_counts
node:3d73a65ff68270a6,Probability,entity,5751,1,{'entity': 1}
node:89c9e690f63d8de8,occur,entity,7325,1,{'entity': 1}
node:67f61e3da5145b1a,3.0,entity,8013,1,{'entity': 1}
node:f14573a79da37f00,2024-04-24 02:30:00.000,entity,259,16,{'entity': 16}
node:ade5231b4b80e03c,VLS7 Potential product slippage,entity,394,2,{'entity': 2}
node:87f3c20997d168f9,old umbilical recovery operation,entity,6625,1,{'entity': 1}
node:1d89b4aec2173c3c,Enfield,entity,8179,1,{'entity': 1}
node:f5c1a535ac76a6de,VLS7 Potential product slippage due,entity,394,2,{'entity': 2}
node:ccf791b80952cc4e,Subsea,entity,4878,1,{'entity': 1}
node:870e2c1cc5c6ef05,Vessels iEPCI,entity,6207,1,{'entity': 1}
node:98c1cea89b4b3a07,300764C005,entity,7846,1,{'entity': 1}
node:6b48d8facb7cf47c,TECHNIP UK LIMITED,entity,4371,1,{'entity': 1}
node:bbcd489b376197c9,Planning,entity,4514,1,{'entity': 1}
node:3c46ad0911c8c040,works,entity,5295,1,{'entity': 1}
node:49122ea5a8843b1f,2024-04-15,entity,525,2,{'entity': 2}
node:4a8e93a758aa940d,Open,entity,7450,1,{'entity': 1}
node:e32375a02bc4d9bf,UK Aberdeen,entity,5749,1,{'entity': 1}
node:8601677ad267e0ac,TFMC505,entity,235,6,{'entity': 6}
node:3a0fe8545bac232e,Injury/Illness,entity,7147,1,{'entity': 1}
node:498b3797c1ffeb8d,8.0,entity,4801,1,{'entity': 1}
node:56ad49b28b1f4b20,Green,entity,4726,1,{'entity': 1}
node:ac4d8024f60c730d,2023-04-04 18:17:00.000,entity,8427,1,{'entity': 1}
node:7cdf8021daa3b04d,Falta de extintor de incêndio dentro da oficina elétrica de Pipelay,entity,8549,1,{'entity': 1}
node:0a8aa232494d650c,Projects,entity,5961,1,{'entity': 1}
node:3fed62e348f32e66,070556C001,entity,1018,3,{'entity': 3}
node:ace9b0eac87cb97b,project,entity,4434,1,{'entity': 1}
node:9e65ab9ef645443f,PETROBRAS,entity,6833,1,{'entity': 1}
node:68d037e05a11bb4f,Equipment condition,entity,540,2,{'entity': 2}
node:95b4cd0ed3ccaa23,2023-05-25,entity,530,13,{'entity': 13}
node:87e6f979dbf54aa1,TPBRASIL,entity,6267,1,{'entity': 1}
node:a59e9d67a639f1aa,TFMC649,entity,221,8,{'entity': 8}
node:05b7e23f147a47b0,Inspection,entity,911,2,{'entity': 2}
node:9dc1d4db99083757,tear on sling,entity,5237,1,{'entity': 1}
node:fc2b08931077ae97,tear,entity,4457,1,{'entity': 1}
node:9a62f4d6cac2a857,2025-03-18 17:18:00.000,entity,113,80,{'entity': 80}
node:606a596c632a0db5,Good Practice,entity,8067,1,{'entity': 1}
node:eb8e33e21ad8bcff,Working Practice,entity,223,2,{'entity': 2}
node:b8549b51af74a3a1,Good Working Practice,entity,831,2,{'entity': 2}
node:9f5a2d4efa86e1fb,Practice,entity,7567,1,{'entity': 1}
node:0efe3aa51493aa54,Services,entity,8120,1,{'entity': 1}
node:1d74ee50c3e1d200,,entity,1980,2,{'entity': 2}
node:b5d3ea6b47f3dbe3,Equipment Suitability,entity,4978,1,{'entity': 1}
node:3b7be6df50a572a6,2025-03-18,entity,436,41,{'entity': 41}
node:12d665538115f553,TFMC366,entity,879,3,{'entity': 3}
node:e7c9bb7484124bcc,Lys,entity,5993,1,{'entity': 1}
node:4fcec8b159ee520c,test pågår,entity,6197,1,{'entity': 1}
node:b447689ec02c8797,trykktest pågår benyttes på utsiden av porten som indikerer,entity,8185,1,{'entity': 1}
node:633e7bd051b8e954,pågår benyttes på utsiden av porten som indikerer,entity,5716,1,{'entity': 1}
node:5cb451a0ffad5dfa,2022-06-02 12:57:00.000,entity,130,15,{'entity': 15}
node:9dd33a90cb4f51e0,Test center Hall H,entity,8186,1,{'entity': 1}
node:539180506d329d00,Sign,entity,5515,1,{'entity': 1}
node:02a0acc142e19d07,should ongoing,entity,8181,1,{'entity': 1}
node:42d43bbff8e29822,should wit pressuretest ongoing,entity,5765,1,{'entity': 1}
node:3115b70604ffcf3f,should marke wit pressuretest ongoing,entity,6515,1,{'entity': 1}
node:781f46fabbbd7ca3,Hazard Identification,entity,5705,1,{'entity': 1}
node:78fc208a708a21f6,Vessel,entity,7777,1,{'entity': 1}
node:beef3462beb17905,life rules,entity,5291,1,{'entity': 1}
node:e750fd61f3fffbc8,Fire,entity,5959,1,{'entity': 1}
node:5da22bd0f1da454f,Line,entity,8358,1,{'entity': 1}
node:ccc83dc829b0c87c,life saving rules,entity,6561,1,{'entity': 1}
node:1c6ffe009a1fecb6,2022-06-02,entity,253,16,{'entity': 16}
node:69e89a8611d3e85c,TFMC084,entity,404,2,{'entity': 2}
node:1d051ddebb2afa7b,Frequency,entity,5313,1,{'entity': 1}
node:a0bc746ddfb69b1b,Has occurred,entity,8071,1,{'entity': 1}
node:193ad9ad8dec6fbf,Has occurred in our company,entity,7995,1,{'entity': 1}
node:8e414dd17d8bfdc5,2024-03-14 18:30:00.000,entity,510,58,{'entity': 58}
node:ca025a58cff4e057,SWA,entity,6274,1,{'entity': 1}
node:3f49d0867da0801b,Surface Americas,entity,4295,1,{'entity': 1}
node:a34fc1e54255aeb4,2024-03-15,entity,9,18,{'entity': 18}
node:8a75cbee01a8c10f,TFMC575,entity,966,3,{'entity': 3}
node:fb45a8eea326f469,operator,entity,97,2,{'entity': 2}
node:51a83499598774b1,piece of TPR,entity,7735,1,{'entity': 1}
node:53b8397de2d8984f,lifting strap,entity,6941,1,{'entity': 1}
node:031413cfccfe530f,piece,entity,6633,1,{'entity': 1}
node:1c9898c2a5f6f9bf,0.0,entity,7187,1,{'entity': 1}
node:f9f965e97d750ead,2022-02-24 16:00:00.000,entity,95,123,{'entity': 123}
node:1bccc1f14b745c90,Stop Work Authority ***** Improper use,entity,8350,1,{'entity': 1}
node:c71ff144d69817e0,Work Authority ***** Improper use,entity,6256,1,{'entity': 1}
node:3fb1e431801b43fe,Stop Work Authority ***** Improper use of Equipment,entity,193,2,{'entity': 2}
node:13410cae09306cc6,Work Authority ***** Improper use of Equipment,entity,193,2,{'entity': 2}
node:6bf007836a35ccb8,HESS CORPORATION,entity,7959,1,{'entity': 1}
node:e43df9a07791cf5a,Safe Mechanical Lifting,entity,7894,1,{'entity': 1}
node:70859b7f9205dc81,Safe Lifting,entity,5155,1,{'entity': 1}
node:92d963f33a65f809,2022-02-25,entity,1063,3,{'entity': 3}
node:6a611dc3333cada5,has approved,entity,6040,1,{'entity': 1}
node:8b3aa9c18f3ac1e0,when has approved,entity,7551,1,{'entity': 1}
node:8afd1bdc2de8f572,2022-03-30,entity,1130,2,{'entity': 2}
node:3222bd3614cf1c6a,TFMC616,entity,507,5,{'entity': 5}
node:8816bfad41ee8613,ROV,entity,6927,1,{'entity': 1}
node:9038e613ed695757,pry bar with lanyard,entity,7809,1,{'entity': 1}
node:fa1e3e124de010c9,lanyard,entity,143,2,{'entity': 2}
node:845f53ca5412b01c,Pry Bar,entity,8034,1,{'entity': 1}
node:13bb81856f55feec,anticipation,entity,7205,1,{'entity': 1}
node:dd8810832f458e17,TMS,entity,5167,1,{'entity': 1}
node:3cb7d2848a6144c8,Environment,entity,6490,1,{'entity': 1}
node:4dd842546de55b2c,Negligible,entity,6827,1,{'entity': 1}
node:ee7d7df4366777c2,1.0,entity,4686,1,{'entity': 1}
node:e31f212b8e2f7a7d,Unlikely Activity,entity,5125,1,{'entity': 1}
node:f426ae6423a7bf2b,occurs,entity,6074,1,{'entity': 1}
node:30b496ab33f9e492,2023-07-19 03:13:00.000,entity,239,182,{'entity': 182}
node:fcbecb8d22f19c02,pry bar seabed,entity,5693,1,{'entity': 1}
node:50f3f07ac4ebd18c,bar seabed,entity,6153,1,{'entity': 1}
node:6b1673fb13c816cc,300613C001,entity,7984,1,{'entity': 1}
node:8134b8752c35ca2c,SHELL OFFSHORE INC.,entity,5508,1,{'entity': 1}
node:8f61ef577fdfb061,2023-07-19,entity,51,36,{'entity': 36}
node:d12aa20bcd88a452,TPFMCUSA,entity,6403,1,{'entity': 1}
node:fd628f49c74f57cc,TFMC609,entity,947,2,{'entity': 2}
node:cdc7b1fd5ec50168,Spool,entity,5336,1,{'entity': 1}
node:a474cc90df078396,day supported by crane,entity,44,2,{'entity': 2}
node:fbfdbf37c89e6c2f,day only supported by crane,entity,44,2,{'entity': 2}
node:7c5133188f06cf08,working day supported by crane,entity,457,2,{'entity': 2}
node:2f66675f9597d24c,working day only supported,entity,204,2,{'entity': 2}
node:177b6fc0ace9408c,working day supported,entity,204,2,{'entity': 2}
node:e5f8e1ef19ac2663,day,entity,6327,1,{'entity': 1}
node:c21d00c0119bd2e9,day only supported,entity,8334,1,{'entity': 1}
node:b3ed3ea3554bc5dc,working day,entity,4924,1,{'entity': 1}
node:6d8f0e4d1d62b999,day supported,entity,5865,1,{'entity': 1}
node:7c5d108f185a562d,left,entity,5703,1,{'entity': 1}
node:46443c55be9240ef,working day only supported by crane,entity,457,2,{'entity': 2}
node:739a938eed68b0e2,Picture,entity,6760,1,{'entity': 1}
node:745a2eedabcbf308,email,entity,5627,1,{'entity': 1}
node:180f9ff29c9bccc1,Significant,entity,8523,1,{'entity': 1}
node:19f1995a09848a5b,quarterly,entity,5967,1,{'entity': 1}
node:45794813d1dcdc40,2025-05-14 06:53:00.000,entity,113,80,{'entity': 80}
node:6a1a81cbc9e917c4,suported by crane,entity,4575,1,{'entity': 1}
node:8a18df1318c1ac8a,suported,entity,6041,1,{'entity': 1}
node:b7a3802d43e0d4cc,REMS,entity,6815,1,{'entity': 1}
node:648d66c2a0ccc58f,Controls,entity,7158,1,{'entity': 1}
node:443a745bad2abfcf,Bypassing Safety Controls,entity,4463,1,{'entity': 1}
node:9c08c0553d883ff6,2025-05-14,entity,179,16,{'entity': 16}
node:174e31cf688ff888,2025-06-12,entity,980,22,{'entity': 22}
node:0b9f95cddcb4a87b,TFMC475,entity,214,4,{'entity': 4}
node:f7abaf52ca54d835,personnel,entity,7213,1,{'entity': 1}
node:ea19d283cf971b8e,platform,entity,5556,1,{'entity': 1}
node:379ddb282d0b61e6,they,entity,8047,1,{'entity': 1}
node:a305fd46f8876c61,swing gate,entity,5195,1,{'entity': 1}
node:0f68b62bc2cdd2a8,descend,entity,7857,1,{'entity': 1}
node:d2b2d7453e27c61d,180 degrees,entity,6188,1,{'entity': 1}
node:d42b18a1b0212727,lower platform,entity,8505,1,{'entity': 1}
node:4c86708f5ab73dd9,person,entity,6721,1,{'entity': 1}
node:59bf1664ee69d2f7,them falling to deck below,entity,1726,2,{'entity': 2}
node:f9f92ea74fdd03d2,them,entity,4309,1,{'entity': 1}
node:b7f0f540dca0d76a,resulting,entity,6542,1,{'entity': 1}
node:e3c352f17482190f,them falling,entity,6974,1,{'entity': 1}
node:b1b9292845556c43,resulting in them falling to deck below,entity,2007,2,{'entity': 2}
node:9ae68254870db889,them falling to deck,entity,1726,2,{'entity': 2}
node:22136f1a8001779e,resulting in them falling to deck,entity,2007,2,{'entity': 2}
node:ae329410f793bc9c,resulting in them falling,entity,7353,1,{'entity': 1}
node:b42655ce212e4630,resulting in them,entity,8133,1,{'entity': 1}
node:e88261edb46aad95,additional barriers,entity,8478,1,{'entity': 1}
node:73f0232586717032,falling,entity,6860,1,{'entity': 1}
node:624e0a568f3bd900,falling between handrail,entity,8303,1,{'entity': 1}
node:c6eaa9919d9a5fab,barriers,entity,7878,1,{'entity': 1}
node:a35b76dce3eded57,2023-11-27 19:22:00.000,entity,1058,2,{'entity': 2}
node:372b1472b2b53264,SIFP,entity,7129,1,{'entity': 1}
node:2c683aeaf9aac3f5,078773X041,entity,5664,1,{'entity': 1}
node:6bcf1d394e12e288,silos,entity,7867,1,{'entity': 1}
node:26b96079fde2a001,granulate,entity,6669,1,{'entity': 1}
node:630c2328cc3b1844,Fall fall,entity,279,2,{'entity': 2}
node:92de4aaab559e717,level,entity,6348,1,{'entity': 1}
node:a4f1f52b9bfcbf83,Fall to lower level fall to water,entity,3351,2,{'entity': 2}
node:771d039cc4699735,lower level,entity,5526,1,{'entity': 1}
node:148fddfbb2cbef16,Fall,entity,279,2,{'entity': 2}
node:ca119d3be1e47ad6,Fall to level fall,entity,268,2,{'entity': 2}
node:a753cd102df7977f,Fall fall to water,entity,5873,1,{'entity': 1}
node:f5503812064b0ac3,Fall to lower level fall,entity,268,2,{'entity': 2}
node:0c53edb5a8efedb7,Fall to level fall to water,entity,3351,2,{'entity': 2}
node:c764f18f93c0c71b,Height,entity,6286,1,{'entity': 1}
node:6bac13579f733a19,2023-12-01,entity,1055,6,{'entity': 6}
node:7f2b6f171996d252,2024-04-20,entity,86,2,{'entity': 2}
node:35a99011be9533a5,TFMC502,entity,235,6,{'entity': 6}
node:5d2182cbbfb93286,2023-04-24 19:59:00.000,entity,29,7,{'entity': 7}
node:c62539f9b4bdc62a,Uso de herramientas de herramientas electricas,entity,7531,1,{'entity': 1}
node:f4720da1401b8acd,2023-04-25,entity,460,6,{'entity': 6}
node:9763829b880781d8,TFMC638,entity,8405,1,{'entity': 1}
node:da631853bc036e4e,S18AC08C RACK DAMAGE,entity,8411,1,{'entity': 1}
node:2bfc4fa971d879cd,2023-06-17 19:54:00.000,entity,62,21,{'entity': 21}
node:8557a23ebd26d1cc,S15 DOCK C S18AC05E,entity,7179,1,{'entity': 1}
node:dced6ea9be60cf06,TECHNIPFMC PLC.,entity,8115,1,{'entity': 1}
node:fab9dd22cf8c8fdd,2023-06-21,entity,163,10,{'entity': 10}
node:61188690a1918bd2,TFMC611,entity,507,5,{'entity': 5}
node:35308956bc80dd9b,Testing,entity,7849,1,{'entity': 1}
node:216a77e2c9677f83,the,entity,5239,1,{'entity': 1}
node:d7129d524606ce12,paused,entity,6825,1,{'entity': 1}
node:8c99a9ab6822800b,the secondary,entity,5479,1,{'entity': 1}
node:49bcd71b8a6c8340,2025-08-09 16:38:00.000,entity,113,80,{'entity': 80}
node:77a9f354452b9b80,Work Practice,entity,223,2,{'entity': 2}
node:03119342304223d5,Good Work Practice,entity,831,2,{'entity': 2}
node:5b747ccc50bf626a,2025-08-09,entity,1038,21,{'entity': 21}
node:af37b94b74201925,time,entity,5302,1,{'entity': 1}
node:8b188dad367da35c,2024-05-29 13:31:00.000,entity,325,7,{'entity': 7}
node:d7eaa32f2ed41d50,000164A001,entity,349,2,{'entity': 2}
node:b2cb7d8a3b088acf,FMC COLOMBIA,entity,5626,1,{'entity': 1}
node:0ee91737fc070269,2024-05-29,entity,266,7,{'entity': 7}
node:f5b57273b07fc471,2024-10-18,entity,244,15,{'entity': 15}
node:56a5da3e695db977,TFMC672,entity,6,2,{'entity': 2}
node:b6c3f6fd28df5459,B9 RLWI Overnatting,entity,6214,1,{'entity': 1}
node:80a433ee9daacb8d,2022 er i brakkene på Ågotnes,entity,7967,1,{'entity': 1}
node:75a69df29ab2e3e8,men,entity,5424,1,{'entity': 1}
node:78f6eea4f09fc189,er ikke lett å få nok hvile når man hører alt som skjer på naborommene og mye bilstøy fra utsiden,entity,4589,1,{'entity': 1}
node:f5f0a4c63fdf6c45,er faktisk ikke bra,entity,600,2,{'entity': 2}
node:0e884c6417d9e83a,faktisk ikke bra,entity,600,2,{'entity': 2}
node:fe4b5a876274e48c,2022-12-21 11:03:00.000,entity,96,31,{'entity': 31}
node:017d69398e995f42,motel,entity,8433,1,{'entity': 1}
node:7e037bd8688bdf0d,condition at motel,entity,8053,1,{'entity': 1}
node:0ebe067dd7d86a75,poor condition,entity,4491,1,{'entity': 1}
node:964d15eec2906d3f,condition,entity,7080,1,{'entity': 1}
node:a01eec4114e6e049,poor condition at motel,entity,8257,1,{'entity': 1}
node:b930e59fa11aeb4f,Support Service-Planning,entity,5516,1,{'entity': 1}
node:b9cd3e6b7ead0dab,2022-12-29,entity,982,13,{'entity': 13}
node:7553d7c6e526e13d,TFMC460,entity,141,5,{'entity': 5}
node:a9350496c7503d32,2023-05-05 17:14:00.000,entity,239,182,{'entity': 182}
node:bbfa76cd9ab17a80,Top Coral,entity,6718,1,{'entity': 1}
node:70ac2a63bc167e13,PLSV1,entity,7671,1,{'entity': 1}
node:691941ccdae6c5a4,Atlantico,entity,1216,2,{'entity': 2}
node:14deb582cb3f2bf5,Rio de Janeiro,entity,5811,1,{'entity': 1}
node:4876a8d72dbba194,033318A001,entity,467,3,{'entity': 3}
node:5a3dfa471f39694a,2023-06-06,entity,163,10,{'entity': 10}
node:f7d30d09c01e0f68,TFMC662,entity,978,4,{'entity': 4}
node:5aa4d71cea0fe7b0,2024-09-02 15:51:00.000,entity,510,58,{'entity': 58}
node:e338b745e46f9e42,Bridge wing walkway access,entity,6357,1,{'entity': 1}
node:e4e065233234a732,HM ESP,entity,8407,1,{'entity': 1}
node:f638e8ec4809041a,OXY USA,entity,5563,1,{'entity': 1}
node:9a9c739d1ac4f5b9,2024-09-03,entity,123,22,{'entity': 22}
node:7a25cef78ac12e93,TFMC501,entity,235,6,{'entity': 6}
node:4d152c3a4c0b0192,2021-05-20 05:00:00.000,entity,1748,18,{'entity': 18}
node:2b04b04221128fac,Subsea Processing,entity,7317,1,{'entity': 1}
node:0fd25730b84c418a,Falls,entity,7415,1,{'entity': 1}
node:3db2cadf10105d02,same level,entity,5363,1,{'entity': 1}
node:25863f0b09bfbc80,2021-05-20,entity,8473,1,{'entity': 1}
node:42597006dd9cdfba,TFMC212,entity,7365,1,{'entity': 1}
node:8a080ea6a47b8c75,I,entity,4654,1,{'entity': 1}
node:c63a6968f1b169bb,floor,entity,6870,1,{'entity': 1}
node:47e91b9b90c28611,ADM-692,entity,8286,1,{'entity': 1}
node:7248ce761a610ff2,inventory,entity,7033,1,{'entity': 1}
node:63d1d90b49e1d152,Aramco store,entity,4437,1,{'entity': 1}
node:bfae81b45301587a,risk,entity,8094,1,{'entity': 1}
node:ec3ec8d68229fe2f,wich,entity,5007,1,{'entity': 1}
node:683082e8d476ed87,Slips,entity,6814,1,{'entity': 1}
node:9de15917bc63b14f,risk of Slips,entity,8015,1,{'entity': 1}
node:aaf436d6d8863596,equipment,entity,1701,2,{'entity': 2}
node:b666050c56d0a0e8,2025-04-14 10:53:00.000,entity,4121,2,{'entity': 2}
node:0f7b316a8a526645,lot,entity,5609,1,{'entity': 1}
node:cdba1c83a6b53874,lot of equipment,entity,5189,1,{'entity': 1}
node:56e29d5d7ca98950,Surface International,entity,4537,1,{'entity': 1}
node:bc5513c62a5e237c,2025-04-14,entity,8132,1,{'entity': 1}
node:fb3e0760a0eeaeb3,2025-05-06,entity,980,22,{'entity': 22}
node:17ff1c821eae38f1,TFMC550,entity,995,4,{'entity': 4}
node:7be315bbf6c7fb93,2025-07-18 15:54:00.000,entity,113,80,{'entity': 80}
node:fe7b5ef3c8e2a157,Acessório de içamento,entity,5812,1,{'entity': 1}
node:069e9152f6842c58,Offshore Bases,entity,4653,1,{'entity': 1}
node:9d03946d9feac5a3,022650G040,entity,6408,1,{'entity': 1}
node:3c9a5c716fad06d7,2025-07-18,entity,436,41,{'entity': 41}
node:6258536d397e83f1,Qatar,entity,4869,1,{'entity': 1}
node:767bdeb3620d03b6,TFMC743,entity,17,5,{'entity': 5}
node:7169514c0ec32d4a,enquanto os,entity,4879,1,{'entity': 1}
node:64975681cbf39d01,Serimax estavam acompanhando o meio,entity,6009,1,{'entity': 1}
node:645798be36d137a1,Um barulho foi ouvido,entity,6125,1,{'entity': 1}
node:8d62c86d32dda199,ponta,entity,6871,1,{'entity': 1}
node:55bbca7bf4fd1be9,2022-03-20 11:00:00.000,entity,95,123,{'entity': 123}
node:d0332e0f1eb5edd3,077524C001,entity,373,2,{'entity': 2}
node:8e0b41015560da53,Inadequate Supervision,entity,5753,1,{'entity': 1}
node:cd645485f0892b3a,Manufacturing-Assembly,entity,7512,1,{'entity': 1}
node:e18ebcb0d5ff0539,2022-03-21,entity,263,19,{'entity': 19}
node:e513d3951cc44be9,2022-10-24,entity,66,10,{'entity': 10}
node:8e689d7ec730247d,TFMC640,entity,221,8,{'entity': 8}
node:65dc49e7dc1b4917,Active,entity,8537,1,{'entity': 1}
