id,label,type
node:3627925c1dfd3da6,clinic,entity
node:5a8777c2b554d472,after which discharged from clinic,entity
node:a4aea24b6ab7ac64,August 2023,entity
node:c5c11887218b0e4c,4.0,entity
node:e27a19e526d101f1,45:00.0,entity
node:c26941ac34c0172e,scratch,entity
node:bb8b3b26a9d48ec3,Minor scratch to Leg from Trip,entity
node:d2a66dd32d792a2a,Leg from Trip,entity
node:cf5e9973e959d6a4,Minor scratch,entity
node:6efd50af1f070ab9,scratch to Leg from Trip,entity
node:2747f7f0a94d9e5f,Minor scratch to Leg,entity
node:1d405714c10a00d9,scratch to Leg,entity
node:0efe3aa51493aa54,Services,entity
node:76736dbe8d6ee5b5,TECHNIPFMC NIGERIA LIMITED,entity
node:bef398db929ea930,8/15/2023,entity
node:7b299a6e77e4aacb,7/30/2024,entity
node:9ddbbda0ad267791,TFMC374,entity
node:6ee333e7ee6e3c0f,08:00.0,entity
node:f61a136229a94f83,Escalier c?té ascenseur bat K,entity
node:290ac6c785f40072,Flexibles,entity
node:f4db1b72c351b0c7,Flexi France,entity
node:f35844ab6f001745,9/22/2022,entity
node:746dde33a31af626,TFMC429,entity
node:9165492012ef7d61,B16 DO FORKL pallet,entity
node:e03c1b4c82f7c75b,lift,entity
node:4ba6f88cbb474417,shelf,entity
node:0c6f884b2ccaec22,pallet,entity
node:c63a6968f1b169bb,floor,entity
node:14c6f0272a91b561,Crate,entity
node:9ebcea411d54035e,placed,entity
node:f1d49e9c4bf7f8f2,space,entity
node:27ace23535119c71,limited space,entity
node:824aa2b9e2b4721c,placed in shelf with space,entity
node:af37b94b74201925,time,entity
node:9fe4463071da5136,30:00.0,entity
node:db1550b7d3f93b59,B16 DO FORKL Pallet dropped from shelf during lift with forklift,entity
node:6dd3449cf6dc5352,B16 DO FORKL Pallet dropped during lift,entity
node:c12e0cd2fc020ced,B16 DO FORKL Pallet dropped from shelf,entity
node:92d6aadf29d5a4b9,lift forklift,entity
node:c05b1f504f75bc7f,B16 DO FORKL Pallet dropped,entity
node:dfe40f532267ed48,B16 DO FORKL Pallet dropped during lift with forklift,entity
node:d2934ae1183c99fe,B16 DO FORKL Pallet dropped from shelf during lift,entity
node:78fc208a708a21f6,Vessel,entity
node:e750fd61f3fffbc8,Fire,entity
node:5da22bd0f1da454f,Line,entity
node:a3df7103b1852ffd,3/16/2022,entity
node:7553d7c6e526e13d,TFMC460,entity
node:169c84e12792ce99,IP foot,entity
node:b7f0f540dca0d76a,resulting,entity
node:615e6822b90d2a48,IP,entity
node:8aada2b3ef1700f6,stairs,entity
node:3867fc840493e354,IP right foot,entity
node:3dab38d587cffd7e,resulting in forward fall,entity
node:148fddfbb2cbef16,fall,entity
node:dfc1a95540f29848,office,entity
node:6fbf4a502c371a24,caught,entity
node:ad9f62e904f56479,forward fall,entity
node:5b5df46ce353b9a6,resulting in fall,entity
node:384dada0a22b5256,caught between stairs,entity
node:1d74ee50c3e1d200,NA,entity
node:23a071c148d838df,FMC WELLHEAD EQUIPMENT SDN BHD.,entity
node:500fc7cc1b3514a0,Engineering-Buildings,entity
node:4fc636a36acba26c,12/20/2024,entity
node:c9481fa93027ccbb,TFMC407,entity
node:e88aed550f036df1,office worker,entity
node:9b81f9f04c4ee902,food,entity
node:7288adc2b6d26bd0,pot,entity
node:a7260687c978dbc0,pot noddle,entity
node:b294e545fbf700a3,boiling water overflow,entity
node:d1b1751676107bcd,hand holding,entity
node:d80453acd60c8553,First aid treatment,entity
node:1a4e2bb743810f70,given,entity
node:d8c4e08fb9cac069,aid treatment,entity
node:963a0d08b274fadd,Minor,entity
node:219e64bbc8617ec9,Hand,entity
node:002679eca75d7794,Left Hand,entity
node:bbcd489b376197c9,Planning,entity
node:3c46ad0911c8c040,works,entity
node:aa38403b9c43f548,1/24/2022,entity
node:499703017953d7b1,TFMC515,entity
node:e9934b8bedf121b2,it,entity
node:0c613381449c1087,noted,entity
node:29bba323f7c15200,cutting torch,entity
node:13c64b4da7d0a558,had used,entity
node:b5ec0d6dc9702a2f,torch,entity
node:4e4d807f43cb3d4c,34:00.0,entity
node:08205ab684c361f1,OneFleet EPCI,entity
node:870e2c1cc5c6ef05,Vessels iEPCI,entity
node:e1ae4f022c0a8c4b,020737A001,entity
node:8ae4a64e8ad40250,1/21/2023,entity
node:db661d84da865389,2/2/2023,entity
node:e32375a02bc4d9bf,UK Aberdeen,entity
node:8601677ad267e0ac,TFMC505,entity
node:1e0c4945f1bbc4c5,my vehicle,entity
node:9440a5cc7494bd7f,back,entity
node:0aca2f55500ed2eb,journey,entity
node:a7257eb3b32449a3,factory,entity
node:565fa6927eb91737,hit,entity
node:ead1df9867a95c42,me,entity
node:47768193fb778978,15:00.0,entity
node:1bdea0fc6b40b0cf,ATJ-le trait-30,entity
node:db78011775dc5d6c,trait-30,entity
node:294119d0c0ac9ce0,5/30/2023,entity
node:b0d79de3fc0ced49,S Head throat in TPU,entity
node:58b49aa9ceb0b34c,S Head throat,entity
node:bf6c8b7606290a66,TPU,entity
node:72bf02dd23f65354,Assistant shift supervisor,entity
node:0ef2fd58b63143ee,alerted,entity
node:200df6d39ec3ee3c,radio,entity
node:2a416855b194f50c,small fire,entity
node:8c2a17e47933c6c1,approx. 10:30,entity
node:ba5ace2b3d24ae48,Heats,entity
node:bc0713a0a27d4d8d,area,entity
node:a964e51bf0392aa8,heat source,entity
node:ae686515f92d1cf5,fully depleted,entity
node:5f00216fb245f695,CO2 extinguisher,entity
node:afd96a3de658afaa,collected from its storage point by TPU panel,entity
node:002d569f6ad0c147,depleted,entity
node:15ac6baae7b91ad1,its storage point,entity
node:7716368215c2b3af,already fully depleted,entity
node:dd444116d642febe,already depleted,entity
node:e833da6d67ad3f04,TPU panel,entity
node:158c94bbda0807a7,collected,entity
node:a2683f820097e0a5,second Co2 extinguisher,entity
node:534896aff1b8ad12,S/Z back wall,entity
node:b9ff6d9cd0a5b24e,recovered,entity
node:e8adf785f02df777,S/Z wall,entity
node:30ca04639f3711fa,half,entity
node:a48aafe991d7f860,flames,entity
node:c6cd1a74cdb90fb9,used,entity
node:d2e93668b2879cf5,extraction,entity
node:c1aa59ab01563217,started,entity
node:262fc7cc2da1e997,deal with small amount of smoke,entity
node:fbda2c8bdae6fc3a,Local extraction,entity
node:bf9124c5457f672b,deal,entity
node:b86d45fc189d0016,deal with amount of smoke,entity
node:bb8cd77ec012014c,deal with small amount,entity
node:662fea7d79467f98,deal with amount,entity
node:09b863681f59db7c,throat,entity
node:d580721b5c40d40e,TPU extruder line,entity
node:d5eb3cf874dc8499,Small fire on TPU extruder line,entity
node:6873157acb968c48,fire on TPU extruder line,entity
node:9f6ba3f573b3f0fd,Umbilicals,entity
node:9b287f13eb749a5c,Newcastle,entity
node:f39a260c23d5c87d,TP Factory,entity
node:c2ba1ccf0e0bb747,TP Umbilical Factory,entity
node:6a061b7c16f97222,TECHNIPFMC UMBILICALS LTD.,entity
node:e0e10449ad616ed9,Hot Work,entity
node:6710a35968663e91,Work,entity
node:8f504d7aeaea6aa8,5/19/2025,entity
node:52545b16847d8672,6/19/2025,entity
node:b740e5df948e8885,TFMC528,entity
node:bf876e86690d13f5,Sleeper,entity
node:37430ebf4de0e62d,offload of Flowline Sleeper # 3 from Supply Vessel Harvey Rain,entity
node:c269f9573119dd44,slight contact,entity
node:c54766b7479aa66d,walkway,entity
node:33b0cddec134c9b6,crane cab resulting in section,entity
node:39d7b560f5f66352,directly crane cab resulting in small section of paint,entity
node:e3e5fdcdcee25abf,offload of Flowline Sleeper # 3,entity
node:10bf2d46b93c40d7,offload,entity
node:6a3531f4b21d802b,crane cab resulting in small section of paint,entity
node:ae8f2cc452f5396e,contact,entity
node:3dbb7808ac397502,crane cab,entity
node:2ff8c59f29e4cb4d,crane cab resulting in small section,entity
node:228321fc708c7185,directly crane cab resulting,entity
node:728155ab571e7cbf,crane cab resulting,entity
node:e076dd1383acdcb8,slight contact with walkway,entity
node:438c917e337afa7e,directly crane cab resulting in section of paint,entity
node:ca65003a06f859ee,crane cab resulting in section of paint,entity
node:6254b75014cc85e1,offload from Supply Vessel Harvey Rain,entity
node:5481f5fc2813912e,directly crane cab,entity
node:d69330fcc8f93723,small section paint,entity
node:b3a5ebc4c08d8a8c,directly crane cab resulting in small section,entity
node:fc847b1e3b7f6386,contact with walkway,entity
node:618eb7fb48163d6e,directly crane cab resulting in section,entity
node:b3cc483c1e6fba3d,section,entity
node:fcc68cddd6b589af,small section,entity
node:70b5094ac2ee4413,section paint,entity
node:60841d426dc7a071,Woodside,entity
node:5d73b83c416ab55e,300364C001,entity
node:8a0840d8c6f41f52,OLYMPIC SHIPPING AS,entity
node:562a614a62bfbd0f,Standard Operating Procedures,entity
node:3b6a4b81911bbbd9,Operating Procedures,entity
node:6a658b750b5f5676,5/28/2023,entity
node:723350553259f567,Employees,entity
node:ea8d6c849ffd15f7,cutback,entity
node:fa17837163069981,One employee,entity
node:f3c90a8fda31ad34,cardboard box,entity
node:50523d3e26a3b2e7,a cardboard box,entity
node:63f36bae036b97cc,employee,entity
node:2f3a363b834dd2f8,box,entity
node:a709671acd28c340,heat gun,entity
node:bf30daa08cbf3333,high enough temperature,entity
node:243e509e8eaffdd3,high temperature,entity
node:1bb7a40a83f29c6b,box unattended,entity
node:5138e2a885a7aab8,box on fire,entity
node:39603884792e26f2,temperature,entity
node:d882ee0a90e08bdf,enough temperature,entity
node:25ea44603e6f01f8,water bottle,entity
node:f1b6b86f866e18f1,water,entity
node:9406958b29ffefe4,nearby water bottle,entity
node:0f6f028bba327278,called to scene,entity
node:6b7b9049901e6ef5,called,entity
node:fbc941a50cbb6eca,HSE,entity
node:b33be126575d2126,conference room,entity
node:0dc25e0d69b48a60,safety,entity
node:ad4b1fbbff94a5da,instructions from supervisor,entity
node:d4a948455840ca62,further instructions,entity
node:501aefae5fdd869c,stand,entity
node:f35ac057fe6ec7c7,further instructions from supervisor,entity
node:13c97d300b8e37ac,stand down,entity
node:89b9a56d3b9df7b0,instructions,entity
node:a187cb1c901af224,last 5 years,entity
node:f598c84bf2f1e3de,industry,entity
node:cfd7a845f5385909,Property Damage-Hess Black Pearl,entity
node:45cf50438fa23092,22F-0631 HESS PEARL INST,entity
node:b360ff36153fa3f6,22F-0631 HESS BLACK PEARL INST,entity
node:70df57b10b8971f6,SHAWCOR PIPE PROTECTION LLC,entity
node:2186a872a424a2a0,Manufacturing-Other Manufacturing Activities,entity
node:68e590977d53c566,1/22/2024,entity
node:e0fe21ad5409bc54,Technician,entity
node:4be06f946484ec1d,boxes,entity
node:d6183d31b5370e90,several boxes,entity
node:1d14bc21da4bfa40,operations,entity
node:aecd5940cc80c358,3/11/2023,entity
node:61188690a1918bd2,TFMC611,entity
node:8ac0f2f7b226a917,rig medic,entity
node:a5606731981ca5da,eye irritation,entity
node:a538ae877d095866,eye,entity
node:98f4a4cd33d8d37a,OTC pain medication,entity
node:b51adc63d8322c79,2/22/2022 IP,entity
node:52129a21626a68fe,significant improvement,entity
node:657921660a43090c,improvement,entity
node:6984957411e2b1eb,079760C002,entity
node:d0781b51d54203d6,Animals,entity
node:b26ef8da4e660257,2/22/2022,entity
node:ce4c7c51b7f95c7e,4/3/2024,entity
node:1d958233ef003d51,USA,entity
node:e24086c2ee9fc0ff,North Sea Atlantic,entity
node:e43b2c3bf56edd4e,field for trip 5,entity
node:024e9d64567a633b,field for trip 5 Utsira High iEPCI Project,entity
node:72b430b4b06e6b70,currently field for trip 5,entity
node:57a388c1a8d3fcb7,currently field for trip 5 of Utsira High iEPCI Project,entity
node:135fb70f49558e96,field,entity
node:93af79fa76a543cb,Task Actions,entity
node:1bf4b7a46891ca91,currently field,entity
node:54638d8bfd17f263,currently field for trip 5 Utsira High iEPCI Project,entity
node:176c30fb3f898aea,field for trip 5 of Utsira High iEPCI Project,entity
node:fd1ec93a5dc8a054,NSA,entity
node:2cd2c766a22404ed,its static umbilical,entity
node:3e2059d40fc4403b,its third umbilical for trip 5,entity
node:2fcf94ad9b46601e,its umbilical for trip 5,entity
node:d023fa0c9e4feefe,its third umbilical,entity
node:cd1f390f8e72aaa2,its static umbilical for trip 5,entity
node:c4c367a75241d92b,its third static umbilical,entity
node:a1a36db84b7c82d3,its third static umbilical for trip 5,entity
node:8aef61de8aa164b1,its umbilical,entity
node:de5293207a055c8c,saw,entity
node:7b991cd40312db40,shackle drop to deck from outboard side,entity
node:14534ee738b538a0,Seafastening shackle drop to deck from outboard side of reel,entity
node:60a378eebe7cccab,sub-contractor,entity
node:b129d344e30e04b0,nut from Seafastening shackle drop from outboard side of reel,entity
node:5f48455608ba5c2c,nut from Seafastening shackle drop from outboard side,entity
node:5f93f158d7d4af3c,Seafastening shackle drop to deck from outboard side,entity
node:b2212fffd3164441,nut from Seafastening shackle drop,entity
node:c9bd6e458b7d0410,nut from shackle drop to deck from outboard side of reel,entity
node:d87e525e374d74e9,nut from shackle drop to deck from outboard side,entity
node:cfd16d0d8beb940c,nut from Seafastening shackle drop to deck,entity
node:29ef42fa25d006c5,shackle drop from outboard side of reel,entity
node:e1be79107e7d1f08,nut from Seafastening shackle drop to deck from outboard side,entity
node:f8143b987012b129,nut,entity
node:4e4bba765490e5ea,Seafastening shackle drop to deck,entity
node:4b970cb1410e9aa8,nut from Seafastening shackle drop to deck from outboard side of reel,entity
node:ec92e81c3a2d4a03,nut from shackle drop from outboard side of reel,entity
node:b40a04057096f67f,Seafastening shackle drop,entity
node:5c9d46e639efe659,shackle drop,entity
node:603f5216ffe42a03,Seafastening shackle drop from outboard side,entity
node:dc33662aa8d98ca4,shackle drop to deck from outboard side of reel,entity
node:ee99be5d6f0244c1,nut from shackle drop to deck,entity
node:c29dc81cc3fb0238,shackle drop to deck,entity
node:f6b8e00353da70b9,shackle drop from outboard side,entity
node:09229d851f4df4f0,nut from shackle drop,entity
node:d8a2c2dd34da9f26,nut from shackle drop from outboard side,entity
node:3ee4914ec9666f22,Seafastening shackle drop from outboard side of reel,entity
node:517016d29110d473,deck,entity
node:c8bd99653818daac,reel,entity
node:62c2222c1576107e,then deck,entity
node:6751c59ddbb76464,frame,entity
node:6a267db98e12220e,just area,entity
node:e754b19165d27613,109 grams,entity
node:562bc6061f21a392,Calculator shows,entity
node:34dbfdbbb05fb457,distance of approximately 1.5 metres,entity
node:8bad411ebc90802f,distance,entity
node:97b4c24fd8cb4963,fell,entity
node:78e185d72c9eff17,approximately 1.5 metres,entity
node:dd03eb7c4d1e90dc,check,entity
node:781f496593273422,check of shackles,entity
node:acdf8d7b8e38af56,found,entity
node:839dd437948db89f,check of other shackles,entity
node:d536088f3cb8af2d,shackle,entity
node:82d87e2e8ccd6c83,301622C001,entity
node:22772ec1a4a885a5,AKER BP ASA,entity
node:22a5fa4913682056,energy,entity
node:f554bd1c78b2254d,6/18/2025,entity
node:7cd640dda7cd7e9f,7/11/2025,entity
node:fdd9c4ff6211556b,TPNORGE,entity
node:f4128d3a19eba410,TFMC509,entity
node:60dcd214065a0244,Staff member,entity
node:bafd071f53fd8391,leg dropped through floor port,entity
node:7520c99057ca0c5b,uncovered floor port,entity
node:0a257684b38f92d1,leg dropped,entity
node:767334b04c8043ca,floor port,entity
node:b91d02f25cf2b4a6,leg dropped through uncovered floor port,entity
node:04ab5dd563a6c3d3,her chair,entity
node:c68d3d438d04a36c,she,entity
node:d1cfd236d53255a9,electrical socket located within floor port beneath her seat,entity
node:0334f3d6768bf2bb,socket located,entity
node:35e308e5b7719cea,socket located within floor port,entity
node:c6abc5e58b959adf,meeting within Building 3,entity
node:e42ad7cbdd249259,electrical socket located,entity
node:a37f5951746cee38,electrical socket,entity
node:beb295654838634a,socket located within floor port beneath her seat,entity
node:6f0426a92e01c71e,electrical socket located within floor port,entity
node:c5adbca2049582ca,socket,entity
node:a60ccd447010263e,meeting,entity
node:8d9f271109d3065f,floor port cover,entity
node:9ebf60b7918beda6,her laptop,entity
node:39a3053cd6895936,recess,entity
node:b1eed579b42f0359,exposed lip of insecure cover,entity
node:e7f1db0be0069cf1,lip of cover,entity
node:5193d215de2361e7,lip,entity
node:1a560a4146e7b4dd,exposed lip,entity
node:dffb3e49722f1635,her,entity
node:19c2c53dd3c43ff3,lip of insecure cover,entity
node:bc0de47be5fd8a48,exposed lip of cover,entity
node:a71f2a54a10ccdaa,opening,entity
node:a8d5303709906331,chair,entity
node:e12472fe8236d9b8,unstable,entity
node:c1b71713fd8fb62b,communicated,entity
node:4b68fff81bb1d636,reinstated securely,entity
node:ee6e1733059a78a1,reinstated,entity
node:1b9b04c8917fad20,immediately communicated,entity
node:b5101601b3212802,recent communication,entity
node:508972fa4bdb58ad,had communicated,entity
node:aaf33894da6f81bf,communication,entity
node:3c8b113431124eb6,had communicated in detail,entity
node:7a05e256d4d0cc04,LTI case,entity
node:a29ceae112eca4a8,aforementioned LTI case,entity
node:2abab86889f86e22,has dealt,entity
node:a70f0e21115b00d9,has dealt with on basis,entity
node:180f9ff29c9bccc1,Significant,entity
node:ecbe613e47a50e47,16.0,entity
node:18769c6ca5c2e6a5,Yellow,entity
node:3b8ae804f2efe16e,Minor Near Miss Staff member fell,entity
node:20476ad2fedae2fe,Miss Staff member,entity
node:a50dd02ed85cef1e,Minor fell from chair,entity
node:65ab57e6b87b7700,Minor fell,entity
node:b68ff562dc30d049,Minor Near Miss Staff member fell from chair,entity
node:3d94a0b766b6ce31,022770P404,entity
node:6b48d8facb7cf47c,TECHNIP UK LIMITED,entity
node:6bcf1d394e12e288,silos,entity
node:26b96079fde2a001,granulate,entity
node:630c2328cc3b1844,Fall fall,entity
node:a4f1f52b9bfcbf83,Fall to lower level fall to water,entity
node:771d039cc4699735,lower level,entity
node:ca119d3be1e47ad6,Fall to level fall,entity
node:a753cd102df7977f,Fall fall to water,entity
node:f5503812064b0ac3,Fall to lower level fall,entity
node:0c53edb5a8efedb7,Fall to level fall to water,entity
node:f36248d3e9076df5,1/21/2025,entity
node:70e1cd8224647bab,1/29/2025,entity
node:e7159c7303c793dc,TFMC529,entity
node:e20107467d1eea93,vessel medic,entity
node:535af714943024db,X ray,entity
node:cb93df7368e0291b,ankle sprain,entity
node:3515f22625a234d5,duties,entity
node:de00d92a4a69bfa6,1 week,entity
node:48afd1b7d2cb3109,light duties,entity
node:64e1969b08d422df,access routes,entity
node:f351683d055f2ac0,clear,entity
node:233a24aaf0d3ef6d,checked,entity
node:8da3d0f08c75607e,clear of obstructions,entity
node:da0fd5cd5e28009c,V12 Safety boots 3,entity
node:75aadecae9a68af9,personal injury,entity
node:980646f31a5c5e04,injury,entity
node:648d66c2a0ccc58f,controls,entity
node:04ba69d2744fe50a,safe,entity
node:a4d5ee736f39d185,planned controls,entity
node:f3b9457002536f81,VDR footage,entity
node:03f113b05255b8c3,Has preserved,entity
node:ad88967e3fdde988,ankle,entity
node:31bb80a135571bdf,RWC,entity
node:f7432bf59cb899ea,back deck,entity
node:4c86708f5ab73dd9,Person,entity
node:47877f9654cc2c20,000298X248,entity
node:3e8feabf3a6f24a4,Access/Egress,entity
node:f964dff13fb0ede9,2/16/2025,entity
node:7a25cef78ac12e93,TFMC501,entity
