id,label,type
node:49c0cda3-2213-4782-a5f6-7822f95c3c53,STEPHENVILLE MANUFACTURING,LOCATION
node:b5f0e1ed-e036-40b6-b06e-232979ddf8a9,TECHNIPFMC PLC.,ORGANIZATION
node:b8d8a672-b47f-4da9-8b6e-fd0242e6ae9d,NA - N/A.,PROJECT NAME
node:f7ee7360-e8ba-4c62-9599-fb327d4bf9dd,ACCIDENT,INCIDENT_TYPE
node:fd627ec2-acec-4446-9dc9-e58db24ee7ab,EUROPALETTL,EQUIPMENT
node:462fac8d-4f01-4a1a-8d11-d5bf92a45765,PULLING HEAD INJURY,INJURY_TYPE
node:d1505ea1-a654-4660-bdd3-0ccd97a7d574,PCD/OD DAMAGE,EQUIPMENT
node:a90ed853-8268-4291-9941-8d6b6f9a5344,ENERGY TOWER III HQ,LOCATION
node:8ae83872-d986-44e4-a9d4-9a1ed380be35,TECHNIPFMCO,
node:676ae669-fc05-48ff-b106-77f3d32871fd,SUBSEA BUSINESS UNIT,
node:fa54a6a0-7b3b-4e2c-8c28-f72aaa177f0d,PROJECTS BUSINESS UNIT,
node:7e5ce613-284b-41c0-82ab-01e2be660742,FREUDENBERG TECHNOLOGIES LIMITED,
node:fa8ddfaf-8166-4c72-a9e1-e48ab713597b,ACCIDENT REPORTED DATE,DATE
node:65254c21-fe80-4f6d-b617-a4d99552d840,TFMCUSA HQ,
node:dc2a6338-6704-43a7-aeab-a50a4efdfb05,LOCATION CODE OF INCIDENT,LOCATION_CODE
node:56032121-5a18-4241-87d8-bc90e43db6b0,ACTIVE PERSON RESPONSIBLE,
node:a3a18e3f-e1fa-4e60-96b9-21b180ccfa50,CASE CATEGORIZATION,CASE_CATEGORY
node:bc9b2359-a57a-4371-992c-7de76a7793ef,WORK PROCESS INVOLVED,
node:2db81f13-827b-42e6-97a5-37d6110f1174,LIFE SAVING RULES USED,RULE_USED
node:62c971c8-01aa-492c-aa21-ba1c3812081f,CASE STATUS,STATUS
node:0aaf8712-f581-4fe5-84c0-fa6ab182dd89,MITIGATED RISK VALUE,MITIGATED_VALUE
node:bf45e4ab-998f-4631-b143-d21e5dea8cdf,NEAR MISS ENVIRONMENTAL HOSER FAILURE,INCIDENT_TYPE
node:f70c9d44-eb3a-41b8-b70b-2cdb9b3b477b,HOSER FITTINGS CORROSION,EQUIPMENT IMPACT
node:ca8fdbfb-d578-483b-bdce-1bafbdb5f0ac,HOSER HYDRAULIC HONESTS,EQUIPMENT IMPACT
node:918ef064-1c24-4127-b302-1dce792d061f,PORT SIDE CROSSHAIR BOOM HOSER FITTINGS,LOCATION IMPACT
node:83e6e712-2c5f-430a-ba69-1250c6b03666,SOPEP CLEANUP EQUIPMENT USED INCIDENT,EQUIPMENT IMPACT
node:c9647548-87bd-473e-a627-c13ea08febd2,SKANDIA FRONTIER CORNELLS OIL LEAKAGE RISK MATRIX SEVERITY,LOCATION IMPACT
node:002381fb-959a-4047-92e4-c6cc498d0150,HOSER FITTINGS CORROSION RISK MATRIX SEVERITY,INCIDENT_TYPE
node:4e54c1cc-3af6-4598-b5e8-0a4dbdc7c727,HOSER HYDRAULIC HONESTS RISK MATRIX SEVERITY,INCIDENT_TYPE
node:7d721db4-d345-47b7-90b3-971daf256540,PORT SIDE CROSSHAIR BOOM HOSER FITTINGS RISK MATRIX SEVERITY,LOCATION IMPACT
node:e8a07f09-94d9-4447-848f-55c5fd700859,SOPEP CLEANUP EQUIPMENT USED INCIDENT RISK MATRIX SEVERITY,LOCATION IMPACT
node:90126373-9654-4b66-ab69-2482e6185391,"""RELATIONSHIP_STRENGTH"":10,""SOURCE"":""SKANDIA FRONTIER CROSSHAIR BOW HONESTS IMPACT OIL LEAKAGE RISK MATRIX SEVERITY"",""TARGET"":""HOSER FITTINGS COVENCUSSIONES SOPEP","RELATIONSHIP_STRENGTH"":8,""SOURCE"":""SKANDIA FRONTIER CORNELLS HONESTS USED INCIDENT REPORTED IMPACT RISK MATRIX SEVERITY"",""DATE_REPORTED_AS_CLOSED"":""3/18/2024"""
node:13ab0409-0cf4-45a8-a204-c67ff714c7b3,"""RELATIONSHIP_STRENGTH"":10,""SOURCE"":""HOSER HYDRAULIC HOIST IMPACT"",""TARGET"":""SKANDIA FRONTPIENTI CLEANUP BOOM OIL LEAKAGE RISK MATRIX SEVERITY"",WITH SPECIFIC BUSINESS UNITS OF ""GENERAL BUSINESS UNIT USED INCIDENT_TYPE:NEAR MISS - HOSER FITTINGS IMPACT"",""GENERAL""|>VESSEL/YARDS-LOAD-OUT OIL CORNEL RISK MASSRISE KNOWLEDGE","""RELATIONSHIP_STRENGTH"":10,""SOURCE"":""HOSER BOOM ACKIENMENTRONPICTA TOTAFMC CLIENT SOPEP POCLEANUP EQUIPMENT USED INCIDENT RISK MATRIX SEVERITY"
node:f80b8253-5928-428a-aef9-aef3de2cd7ad,HYDRAULIC HOSIER BUCKET RELEASE,INCIDENT_TYPE
node:45691cf5-8ecb-476a-9586-7ff87b91707e,TELLUS 32 HYDRAULIC OIL,EQUIPMENT
node:5c68df07-0f74-419d-8ae7-57dc6b0d1de9,HYDRAULIC HOSE FAILURE,BODY_PART
node:4713096e-e4f4-4f53-a020-eaeedc0e82e8,ROV HD 79,EQUIPMENT
node:fee7de4a-d224-4405-a573-3c82d4dff5a6,OCS INSTRUCTIONS TO HYDRAULIC HOSE RELEASE,ORGANIZATION
node:53a5a8d0-447a-4520-922a-6a410c178140,HVAC SYSTEM STOPPED WORK,LOCATION
node:7eb38449-c703-4b9a-a965-7e88b7788315,ROV HD 78 ASSISTANCE TO HYDRAULIC HOSE RELEASE,EQUIPMENT
node:f2d1aa58-92b6-475c-929c-385eebf86d13,ENVIRONMENTAL RELEASE OF HYDRAULIC OIL TO SEA,EQUIPMENT
node:160d6f49-0577-46dd-9b62-f54573e3a0f2,ROV HD 79 ASSIGNED CASE NUMBER,ORGANIZATION
node:46792a24-93e3-40c3-8a4a-80170343e217,CABLE FAILURE RELEASE OF OIL TO SEA,
node:04275edb-13e9-43dd-a6d5-d896d46808ad,ENVIRONMENTAL IMPACT,
node:8c2a4d47-b652-49f1-9982-fc55c2af3e52,HYDRAULIC HOSE FAILURE RELEASE OF OIL TO SEA,
node:3be22ab4-21ca-4640-8097-af3bb778dc44,EQUIPMENT USED IN ACCIDENT,
node:a1409fde-d471-4585-b508-56390afc6d61,TRASH VENDOR CLEANUP,INCIDENT_TYPE
node:e2832624-738e-46a0-b3f3-58473d068a43,DUTCH TRUCK,EQUIPMENT
node:b38b788f-3290-4b3d-9b7a-09e263ed861f,COOLANT AND HYDRAULIC FLUID LEAKAGE,INJURY_TYPE
node:8c947177-605d-4548-98bd-a36a61090629,STORM DUMP STREAM INFLOW,LOCATION
node:7beb4d95-57ec-42a2-b0de-1d3e22faa1fb,"GREMP CAMPUS (GENERATION PARK), HOUMA, USA",LOCATION
node:df3e007c-897a-427f-80c5-89d6f393b97b,2024-03-04,DATE
node:d250912e-8c96-46fd-b17a-ed4babfe26b2,DUTCH TRUCK LEAKAGE,
node:36adfd28-fd01-44ad-8655-8c5f4a4a1aff,TECHNIPFMC PLC,ORGANIZATION
node:7e4a5a3b-74d3-4c36-86b9-6acca6d37685,NEAR MISS LEAKAGE,
node:e0881038-f832-4fcb-8856-3f2e3be0d909,SUBSEA AND SERVICES BUSINESS UNITS,
node:04dd8744-c7ba-4ccf-8cd8-3f40b04ec9f6,NA - N/A - NON PROJECT SPECIFIC.,"DATE AND TIME OF CASE REPORTED:30:0SOFTEN THE PROVIDED INSTRUCTION BY ADDING MORE CONSTRAINTS AND INCREASING ITS COMPLEXITY TO CHALLENGE EXTRACTION CAPABILITIES FURTHER. THE TASK NOW INVOLVES NOT ONLY NORMALIZING ENTITIES BUT ALSO INFERRING IMPLICIT RELATIONSHIPS, IDENTIFYING POTENTIAL RISKS BASED ON GIVEN DATA POINTS (E.G., LIKELIHOOD OF OCCURRENCE), CATEGORIZING SEVERITY LEVELS USING A RISK MATRIX WITH PREDEFINED VALUES FOR EACH LEVEL, AND CONSIDERING THE IMPACTS IN TERMS OF BOTH DIRECT CONSEQUENCES TO INDIVIDUALS/EQUIPMENT AS WELL AS BROADER ENVIRONMENTAL IMPLICATIONS:-GOAL-EXTRACT NORMALIZED SAFETY INCIDENT ENTITIES UTILIZING CANONICAL NAMES. INFER IMPLICIT RELATIONSHIPS BETWEEN INCIDENTS BASED ON PROVIDED DATA POINTS (E.G., LIKELIHOOD, SEVERITY). CATEGORIZE THE INFERRED RISKS USING A RISK MATRIX WITH PREDEFINED VALUES FOR EACH LEVEL AND CONSIDER BOTH DIRECT CONSEQUENCES TO INDIVIDUALS/EQUIPMENT AS WELL AS BROADER ENVIRONMENTAL IMPLICATIONS IN YOUR ANALYSIS.-CRITICAL RULES-1. ENTITY NAMES: UPPERCASE, MAX 4 WORDS (E.G., ""SAFETY INVESTIGATION"" NOT ""THE SAFETY INVESTIGATION""). NO FULL SENTENCES OR GENERIC TERMS LIKE 'WORKPLACE' AND 'AREA'.2. NORMALIZE SIMILAR ENTITIES WITH A CONSISTENT NAMING CONVENTION FOR ALL EQUIPMENT TYPES INVOLVED IN INCIDENTS: E.G., CONVERT TO THEIR CANONICAL NAMES (E.G., ""FORKLIFT"", ""FORKLIFT"" → ""FORKLIFT""). USE ONLY THESE RELATION TYPES, AND SKIP GENERIC TERMS AS BEFORE BUT ALSO INCLUDE RELATIONSHIPS LIKE 'POSSIBLE_CAUSE' FOR INFERRED RISKS NOT DIRECTLY STATED IN THE NARRATIVE:   - RELATION TYPES (ADDITIONAL): CAUSED_BY, POSSIBLE_CAUSE, RESULTED_IN, INVOLVED, OCCURRED_AT, AFFECTED, USED_IN. 3. SKIP GENERIC TERMS AND FOCUS ON SPECIFIC ENTITIES RELEVANT TO THE INCIDENT NARRATIVE (E.G., ""CLIENT"", ""ORGANIZATION""). USE ONLY THESE RELATION TYPES: CAUSED_BY, POSSIBLE_CAUSE, RESULTED_IN, INVOLVED, OCCURRED_AT, AFFECTED, USED_IN.4. SEVERITY LEVELS ARE NOW INFERRED FROM THE NARRATIVE AND CATEGORIZED USING A PREDEFINED 5-LEVEL RISK MATRIX (E.G., NEGLIGIBLE - SEVERE). ASSIGN SEVERITY VALUES BASED ON DIRECT MENTIONS OF INJURIES OR ENVIRONMENTAL IMPACTS IN THE TEXT, WITH NO FULL SENTENCES ALLOWED:   - SEVERITY LEVELS FOR INJURY/ENVIRONMENTAL IMPACT: MINOR INJURY → LOW RISK VALUE 1-2; MODERATE INJURY → MEDIUM RISK VALUE 3-4; SEVERE INJURY → HIGH RISK VALUE 5.5. LIKELIHOOD OF OCCURRENCE IS INFERRED FROM THE NARRATIVE AND CATEGORIZED USING A PREDEFINED LIKELIHOOD MATRIX (E.G., UNLIKELY - VERY LIKELY). ASSIGN LIKELIHOOD VALUES BASED ON DIRECT MENTIONS OR IMPLICATIONS IN THE TEXT, WITH NO FULL SENTENCES ALLOWED:   - LIKELIHOOD LEVELS FOR INCIDENT OCCURRENCE: RARELY OCCURS → LOW PROBABILITY VALUE 1-2; POSSIBLE BUT NOT COMMON OCCURRENCE → MEDIUM PROBABILITY VALUE 3-4; UNLIKELY TO OCCUR FREQUENTLY → HIGHER PROBABILITY VALUE 5.6. THE NARRATIVE MAY INCLUDE IMPLICIT RISKS THAT ARE NOT DIRECTLY STATED (E.G., POTENTIAL FOR FUTURE INCIDENTS, EQUIPMENT MALFUNCTIONS). USE THE 'POSSIBLE_CAUSE' RELATION TYPE AND ASSIGN A SEVERITY LEVEL BASED ON YOUR RISK MATRIX ANALYSIS:   - IMPLICIT RISKS SHOULD BE INFERRED WITH ONLY ONE FULL SENTENCE IN DESCRIPTION USING NO MORE THAN 4 WORDS (E.G., ""THIS NARRATIVE SUGGESTS THAT DUE TO EQUIPMENT MALFUNCTION, THERE IS POTENTIAL FOR FUTURE INCIDENTS"" → 'POSSIBLE_CAUSE'"
node:e1ad0ed5-18f4-441d-9aca-5b0e24e4bbf8,NOT APPLICABLE LIFE SAVING RULES USED,LIFE_SAVING_RULES
node:ac945fe9-7167-4412-b211-655ca1a66f60,NEAR MISS LEAKAGE.,
node:5a5ecc46-93c2-4543-a839-d3ed384f1196,FIRE INCIDENT,INCIDENT_TYPE
node:3cce0760-b6fc-44b6-8a30-1b7081bcc68f,WITHDRAWN BIN FIRE,EQUIPMENT
node:572e2ccd-342d-4b0b-a2df-e15d126b3936,FIRE EXTINGUISHER USED,USED_IN
node:abb528dd-df66-439b-90e0-d5462a4f90b5,NABULOUS OFFICE BUILDING 27,OCCURRED_AT
node:896fe275-97e6-4b9a-b7b7-1a7c156a4878,FMC KONGSBERG SERVICES LIMITED BRANCH AZERBAIJAN REPUBLIC,ORGANIZATION
node:eb6c3fec-1a05-4d53-b203-149993cf2e41,2024-02-06,DATE
node:f58187a5-497d-48e5-b44f-87137ba1530b,DRIVER FALL,INCIDENT_TYPE
node:072d9345-049e-4cd4-b36e-284826a7d0fd,BARRACKS,BODY_PART
node:94fbfa06-fd17-46d4-8e6b-06c400423dab,FINANCIAL DAMAGE INJURY,INJURY_TYPE
node:18a5f23e-76a0-49c8-950f-dd3ece4f2ea8,DRIVER FALL AT WORKPLACE,"INCIDENT_TYPE,LOCATION"
node:d3895b7f-f1f3-4ad2-b555-52890f38dba6,AGOTNES FACTORY,
node:c3703a11-360a-4917-b24d-ebb78f4252b4,VEHICLE DRIVER,PERSONALITY
node:0cf6182f-cc68-40ab-9be1-407ad9642fc9,VEHICLE DRIVER'S HOME,"PERSONALITY,HOME ADDRESS"
node:7e85b03d-bdcc-4fb5-bcd0-b2a0207772a6,VEHICLE DRIVER'S HOME TO PARKING LOT OF AGOTNES FACTORY,"PERSONALITY,HOME ADDRESS, LOCATION MOVEMENT"
node:2e810361-381b-4316-aedf-333ddf30cef2,AGOTNES FACTORY PARKING LOTS,
node:42be0266-cb14-415e-977b-da9995574502,VEHICLE DRIVER'S HOME TO AGOTNES FACTORY WORKPLACE TRAVEL,"PERSONALITY,HOME ADDRESS, LOCATION MOVEMENT"
node:ccb097ce-335e-4f3a-8c2c-6926c39b845e,AGOTNES FACTORY PARKING LOTS DRIVER FALL AT WORKPLACE,
node:1e5d1c23-51ff-4206-bbb8-e28ecb798a03,"AGOTNES FACTORY,PARKING LOTS",
node:9fa430ef-73d6-4b4c-ba0e-952436a4e6c5,FINANCIAL DAMAGE INJURY CAUGHT AT WORKPLACE DRIVER FALL,
node:4db51ca0-38af-4ade-94af-7ddd1f3cbc8b,"AGOTNES FACTORY,BARRACKS",
node:918fb065-611b-46b3-b28c-b8ea75ee8d5c,DRIVER FALL AT AGOTNES FACTORY WORKPLACE CAUGHT DRIVER'S VEHICLE AND BARRACKS INVOLVED IN INCIDENT.,
node:c13ee567-9c0a-44f3-858b-c5eabd83554d,"AGOTNES FACTORY,BARRACKS,VEHICLE DRIVER",
node:044ddbf2-90c8-416b-9eb2-4eec80c56efc,DRIVER FALL AT WORKPLACE CAUGHT IN AGOTNES FACTORY PERSONALITY OF EMPLOYEE DRIVING VEHICLE AND BARRACKS AFFECTED BY THEIR COLLISION.,
node:8db1b867-f9b1-43d2-af93-e1ce78d63376,FINANCIAL DAMAGE INJURY CAUGHT DRIVER FALL AT WORKPLACE.,
node:7459940c-48c3-4a75-892f-9b925aa6a313,"AGOTNES FACTORY,BARRACKS,VEHICLE DRIVER'AN HOME TO AGOTNES FACTORY WORKPLACE TRAVEL",
node:fd89dd17-316a-4ede-80a7-7c0f829a3d65,"""NONE OF THE ABOVE"", ""12:00.0,DRIVER COMMUTING TO WORKPLACE DURING HOME ADDRESS OF EMPLOYEE'S VEHICLE AND BARRACKS AFFECTED BY THEIR CO-EXPOSURE AT PERSONALITY",
node:cf150db0-d2a3-49a4-838f-45bc53326e56,"FINANCIAL DAMAGE RISK MITIGATION RELATIONSHIP,DATE AND TIME OF CASE CLOSURE CAUGHT IN AGOTNES FACTORY FALL AT WORKPLACE.",
node:0b445fc9-e74c-4120-9f2d-afec0ad4a18f,<31-0.0/2024,
node:41b5fe9f-9e9e-403b-a996-6c66e119b45f,SWIVEL HOIST RING SHARING,"""EQUIPMENT_TYPE"""
node:aa6227b6-ef9c-4a6e-b3ea-a3c88db07c65,BORE PROTECTOR LIFTING,"""INCIDENT_TYPE"""
node:1339ff91-8ba0-4ce8-a09a-5a1516b6657f,BORDPROTECTOR FALL IN WELLHEAD,"""INJURY_TYPE"""
node:e5409dde-ed1d-403f-a383-8f09c1f674cb,WELLHEAD CONTAINMENT OF BORDPROTECTOR INCIDENT,"""LOCATION_CONTAINMENT"""
node:7159f9e9-c059-4c9b-8fdf-859c56c6e7de,GREMP CAMPUS HOUMANAGED BY TECHNIPFMC PLC.,"""LOCATION"""
node:67f22041-8d18-45f3-9e00-94c40a44fff4,TECHNIPFMC PLC. CLIENT INCIDENT REPORTING,"""ORGANIZATION_CLIENT"""
node:83f2126e-c8f7-49e6-9e4f-bb906b95df30,NEAR MISS CASE TYPE LIFT OPERATIONS.,"""INCIDENT_TYPE"""
node:b5d3ad07-7c99-4b4a-aedd-08d296140347,SWIVEL HOIST RING SHARING INCIDENT REPORTED ON 4/26/2022 AT GREMP CAMPUS HOUMANAGED BY TECHNIPFMC PLC.,"""DATE_OF_INCIDENT"""
node:eaae0d8e-0874-480e-a692-8c6100f342cc,BORDPROTECTOR FALL IN WELLHEAD REPORTED ON 5/13/2024 AS CLOSED CASE.,"""DATE_OF_CLOSEMENT"""
node:1bddf4c2-41ff-4277-adfb-aacc91d335e9,GREMP CAMPUS HOUMANAGED BY TECHNIPFMC PLC. INCIDENT REPORTED ON 4/26/2022.,"""DATE_OF_CASE_CREATION"""
node:34a8888e-712f-4f60-98bb-8a81ac33342d,TECHNIPFMC PLC CLIENT FOR BORDPROTECTOR FALL IN WELLHEAD CASE REPORTED ON 4/26/2022.,"""CLIENT_DATE_OF_CASE_CREATION"""
node:05662d00-3700-452d-95a9-b9c5d7ac1314,BORDPROTECTOR FALL IN WELLHEAD CASE REPORTED ON 5/13/2024.,"""STATUS_ON_CLOSEMENT"""
node:4693f66d-55bd-4150-819b-1a2a367831f3,TECHNICIAN,PERSON
node:2304a7b7-5c0d-448c-b6ab-a299b551c292,FITTING LOOSENED BY TECHNICIAN,EQUIPMENT_ACTION
node:ea7b2bb5-28ea-4613-b043-43a1c14a8135,OIL SPRAY ON FACADE OF EYE,BODY PART AFFECTED
node:0514b536-78da-47ed-9962-eb3a5e6d9b0c,EYE WASH STATION USED BY TECHNICIAN,EQUIPMENT_USED
node:c065c1dd-dac4-4375-9ba4-e661869c57f0,AGOTNESBERG SUBSEA AS CLIENT,ORGANIZATION
node:5cedd7a4-ba95-45a3-affe-1cdd8da8ee03,TECHNICIAN'S ACTION OF LOOSENING FITTING,
node:ee5e8fb5-54a1-462e-94c5-9b7c6030e19c,OIL SPRAY ON EYE,BODY PART INJURED
node:7e6e074f-aa06-4ddd-9665-0c5ab79ade59,AGOTNESBERG SUBSEA AS BUSINESS UNIT,BUSINESS_UNIT
node:976267d9-bc53-4df3-aef4-7d5c410fb72b,TECHNICIAN'EN TRIAL TO RINSE THEIR EYES AFTER EXPOSURE,
node:81832a36-42fe-43b7-b79a-64b9b23e963e,TECHNICIAN'S TRIAL TO RINSE THEIR EYES AFTER EXPOSURE,
node:92f1d389-c4cc-4aa3-b0cd-e0ce3d48cb51,DRIVER INCIDENT,INCIDENT_TYPE
node:565d354d-a9c8-4940-8dfb-d11b221a5232,FORKLIFT,EQUIPMENT
node:3faf983b-24ae-4786-890b-07a4926e97f1,HOOKS CATCH ON FORKLIFT,INCIDENT_TYPE
node:31331721-430a-4537-932d-10577dee7d4b,DRIVER CONTINUES TO DRIVE,ACTION TAKEN BY PERSON
node:f49e3843-0205-42e9-8a4e-b877dc54bd0f,HOOKS BENT ON FORKLIFT,EQUIPMENT_ISSUE
node:d586aefc-0233-42e4-a47a-fae16f1de355,NO INJURIES CAUSED BY HITTING HOOKS,INJURY_TYPE
node:a4a44f1f-5944-45c6-8299-0c52aec12403,HOOK TAKEN OUT OF SERVICE,EQUIPMENT_ISSUE
node:f4d9fb00-3d57-40cf-9ca7-59c4afcbf1dc,CRANE LOCKED OUT FOR INSPECTION,ACTION TAKEN BY PERSON
node:2afb90d7-d476-43f0-8411-fdc90ec70a02,HOOK BENT ON FORKLIFT,EQUIPMENT ISSUE
node:0b9c0f6f-1ec8-4be8-bfc5-b44a6ea3f589,INCIDENT DRIVER FORKLIFT,
node:6a70ea6a-2454-4b36-8557-e9f2b33dff1c,EMPLOYEE INJURY,ORGANIZATION REPORTED
node:9f22bf42-dc19-4ed8-bdc0-762b95756655,KNEES AND HANDS,BODY_PARTS
node:f077ee21-ec34-4ac3-aee4-22426de4e949,CONTUSIONS TO KNEES AND HANDS,<INCIDENT_DATE REPORTED ON
node:e60dfb16-4c02-429e-b86f-bf41f03720d4,"""TECHNIPFMC PLC""",
node:53843327-6dd6-4770-b0f3-31ea52987f2a,TECHNICIAN PULLING BACKGROUND CARS,ACTION_TAKEN
node:fa68f4a1-bc0a-4752-850f-bb70dae73c26,FRONT BRUSH GUARD,EQUIPMENT
node:66c31b1f-9baf-45c7-baae-15cce6bef7c0,CAR DAMAGED BY FRONT BRUSH GUARD,INJURY_TYPE
node:0cfbe337-bed5-4c3e-880c-7899b8d54bf3,OKLAHOMA CITY SERVICE BASE,LOCATION
node:6617c158-42a1-4183-b03d-7af69b75fa07,2022-05-30,DATE
node:034a713b-0ab5-4d64-b24c-c0da53c42c1a,DRIVER/TRAILER MISCALCULATION,EQUIPMENT USED IN
node:1994416c-7b51-44b0-a155-dd88a85b1ccf,ORKANGER SPOOLBASE LOCATION,LOCATION
node:dc55b546-ead1-4355-b72e-9bb5afba64b8,DRY BAR AND TURNING WHEEL,
node:9e65229d-a190-4fae-971e-d32d85bce2f7,301622C002 - UTSIRA HIGH PROJECTS BUSINESS UNIT,
node:813ca464-a4da-46f2-82d8-a504082b8909,AKER BP ASA CLIENT,ORGANIZATION
node:77fe41f7-8f35-4429-ac5c-a9e12f9afe3f,ORKANGER SPOOLBASE WORKPLACE,LOCATION
node:bf64a333-59cd-4f35-8c62-9e04e80068b4,FIRE DEPARTMENT UNDER SZ,INCIDENT_TYPE
node:5a10e5a3-38c3-4093-81b3-24bd14816225,SMOKE PLATING AND FIRES,EQUIPMENT/BODY PART INJURY
node:cce88a35-db1f-412a-bbee-c08315cc9c33,EXTINCTOR USED FOR FIRE DEPARTMENT SZ,EQUIPMENT/BODY PART INJURY
node:09201fa8-f6a4-4b78-98cf-40a8552cf4e0,NARROW MISS CHANCE OF 1%,LIKELIHOOD
node:b4405425-d6ca-4f2a-a485-06345cd7ddda,FLEXI FRANCE WORKPLACE LEVEL SZ,LOCATION
node:37c12c64-531d-4bfd-af4a-36e2001c0f4c,2024-07-31T15:00.0,DATE AND TIME OF INCIDENT REPORTED
node:8dc8c893-5eee-42e0-aaed-30008eb30d74,SD-FIRE DEPARTMENT UNDER SZ REPORTED ON INTELEX SYSTEM FORCLOSED AS CASE COMPLETE WITHIN SD-NARROW MISS LEVEL OF 1.0% NMISADEPOTENTITY RESOLUTION,FIRE DEPARTMENT UNDER SZ+LOCATIONAL LOCKS AND FIRES
node:152b001a-bc28-4d55-82c3-1bef79ef844a,FLEXI FRANCE WORKPLACE LEVEL FLEXIFRANCE REPORTED ON CLOSED FOR 9/15.0%TNARROW MISSES CHANCE OF INCIDENT SZ-31/07/24,
