id,label,type,cluster_id,cluster_size,type_counts
node:98f5c6b8-3265-4712-8371-ddfa3b981ff5,"""DRIVER (BADGE N0137)""",PERSON,1947,1,{'PERSON': 1}
node:61b64059-cffd-4879-927a-7074dfa33d8d,"""QUALITY CONTROL (SC)""",ORGANIZATION,1987,1,{'ORGANIZATION': 1}
node:cc0bb4a6-cf08-4a98-afcf-ac0f1ae0362f,"""AUTOMATIC WELDING PROCEDURES""",INCIDENT_TYPE,3036,1,{'INCIDENT_TYPE': 1}
node:b8203f00-2574-4855-adad-3d430d168a13,"""NISAN PATRULL 01.0224 WITH REGISTRATION PLATE AA 306 NO""",VEHICLE,1952,1,{'VEHICLE': 1}
node:b20d7999-63eb-4373-b921-adbfd5449105,"""ALBANIAN BUS OWNER/OPERATOR(S) OR REGULAR DRIVER OF THE ALBANIAN BUS SERVICE TO KP 143""",,1959,1,
node:972c360a-9699-44d9-8063-eba2b09004db,"""WORKPLACE: ZOBOLTE - TIRANA FACILITY, ZOBSOLETE - TIRANA FACILITY, ZOBSOLETE - TIRANA, ZOBSOLETE - ALBANIA, EUROPE.""",,2380,1,
node:a88d81c3-0df5-4baa-93ab-6024fab23f16,"""ARALDIITE COMPRESSION TEST""","""INCIDENT_TYPE""",2547,1,"{'""INCIDENT_TYPE""': 1}"
node:88e90d95-cfb7-410e-abac-50949e00249c,"""SAMPLE""","""BODY_PART""",2695,1,"{'""BODY_PART""': 1}"
node:ddef0e2b-13e6-4d49-80ee-a7c7c5990c44,"""GLASSES OF ENTRANCE""","""EQUIPMENT/OBJECTS""",3467,1,"{'""EQUIPMENT/OBJECTS""': 1}"
node:e4cb2c6f-2458-4779-a959-15544931e9c4,"""FLEXI FRANCE WORKPLACE""","""LOCATION""",38,2,"{'""LOCATION""': 1, 'LOCATION': 1}"
node:76e8a04e-98be-48f4-bb9e-72478c13ab6b,"""3/4/2017""","""DATE""",3120,1,"{'""DATE""': 1}"
node:85f92491-c522-4f6f-8013-587524812206,"""FLEXI FRANCE CLIENT""","""ORGANIZATION""",331,2,"{'""ORGANIZATION""': 1, 'ORGANIZATION': 1}"
node:8de40933-7502-4696-98e6-6a52226afc5f,"""SUBSEA DIVISION - FFRANCE - LE TRAIT (FLEXIBLES)""",,3391,1,
node:019b7b26-d3f2-4001-8528-c04004221ce1,"""DATE""",,3414,1,
node:81d5b28f-f846-4a99-a319-8e8175fb31e8,"""FIRUZABAD""",,210,2,{'INCIDENT_TYPE': 1}
node:6bd5bfee-1958-4378-a5e2-cd60dea613f2,"""AURELIA""",,3470,1,
node:453e11ae-ea90-41e2-a352-4b9d5293c691,"""FIRST AID CASE_0930""",CASE,3416,1,{'CASE': 1}
node:a1875352-6449-45fe-9d0a-4dba2a669568,"""IP RECEIVED INJURY ON RIGHT LEG ANKLE""",INCIDENT_TYPE,2893,1,{'INCIDENT_TYPE': 1}
node:8d092524-f6c7-4323-aafa-38e4dcc5962c,"""ACCORDING TO RISK MATRIX, INJURY SEVERITY IS 'INJURY - 1'""",SEVERITY_LEVEL,3409,1,{'SEVERITY_LEVEL': 1}
node:5846e715-f786-4213-8521-a19c1ad85ac3,"""FIRST AID CARE IS RECOMMENDED AS TREATMENT FOR THE INJURY.""",TREATMENT_TYPE,3089,1,{'TREATMENT_TYPE': 1}
node:bc2a379b-2e45-4c16-8ea7-d4ddc4baa949,"""INCIDENT OCCURRED AT WORKPLACE, UNKNOWN LOCATION IN PANIPAT.""",LOCATION_INFO,2125,1,{'LOCATION_INFO': 1}
node:e2c66dd2-b445-44b5-bd47-0a72c11ee6cf,"""PROJECT TITLE IS '071326C001 - 930- HYDROGEN GENERATION UNIT'.""",PROJECT_TITLE,1830,1,{'PROJECT_TITLE': 1}
node:70e99541-5638-4c4c-9586-95668901a710,"""CLIENT IS 'INDIAN OIL CORPORATION LTD.'.""",ORGANIZATION_NAME,3210,1,{'ORGANIZATION_NAME': 1}
node:a05a077d-8550-48a4-9ca4-56c8fa9f9f85,"""INCIDENT REPORTED ON '6/16/2018.'",,2873,1,
node:69341709-7137-4a63-b489-a342d2b89917,"""SOURCE_ENTITY"":""FIRST AID CASE_0930"", ""TARGET_ENTITY:""'IP OCCURRED INJURIES SEVERITY IS 1.0 AND CLIENT - PANIPAT REGIONAL ORGANIZATION""",,2190,1,
node:7bacf9f5-2ffa-4d1f-aeb9-af3e951f0751,"""NEAR MISS INCIDENT""",INCIDENT_TYPE,177,2,"{'INCIDENT_TYPE': 1, 'NEAR MISS': 1}"
node:2d3913c3-880d-4786-95b4-bf6d758bc4d8,"""HELMET IMPACT DESCRIPTION""",BODY_PART,2420,1,{'BODY_PART': 1}
node:13eab4f1-61fa-42d5-af2e-ddff141dccc0,"""RISK MATRIX SEVERITY LEVEL""",INJURY_TYPE,3113,1,{'INJURY_TYPE': 1}
node:1342449c-13da-436b-b663-5af7f86ad02e,"""LIKELIHOOD ASSESSMENT""",LIKELIHOOD_TYPE,3192,1,{'LIKELIHOOD_TYPE': 1}
node:26d2c0d8-a750-40fe-9a80-14702b8ba839,"""CRITICALITY ASSESSMENT""",CRITICALITY_TYPE,2352,1,{'CRITICALITY_TYPE': 1}
node:f2517c5b-1954-4995-94bb-7b67d9e4479a,"""RISK COLOR INDICATOR""",COLOR_INDICATOR,2979,1,{'COLOR_INDICATOR': 1}
node:2714b140-24de-415b-a1e3-bbafb351dece,"""MITIGATED RISK VALUE""",MITIGATED_RISK_VALUE,3290,1,{'MITIGATED_RISK_VALUE': 1}
node:e45dd206-fd9a-4620-8103-3b120e04fa76,"""MITIGATION STATUS INDICATOR""",MITIGATION_STATUS_INDICATOR,3302,1,{'MITIGATION_STATUS_INDICATOR': 1}
node:32586d6e-e3ba-4adf-b11f-b0195640992e,"""MITIGATION STATUS DESCRIPTION""",MITIGATION_STATUS_DESCRIPTION,3473,1,{'MITIGATION_STATUS_DESCRIPTION': 1}
node:7f66204b-36d1-4587-bf72-814eb816d475,"""REPORTING DATE OF INCIDENT CLOSURE""",DATE_OF_REPORTING_CLOSED,3155,1,{'DATE_OF_REPORTING_CLOSED': 1}
node:b13c20da-d973-4987-8758-722ddf7690c6,"""COMPLETION DATE OF INCIDENT CLOSURE""",DATE_OF_CLOSED,2972,1,{'DATE_OF_CLOSED': 1}
node:37262449-8dd9-4218-9a55-53253a98ae96,"""NEAR MISS INCIDENT SEVERITY ASSESSMENT""",,3280,1,
node:4f9301eb-5c07-481f-b560-c7a93e5b5e02,HELMET_IMPACTS_RECORDING_SYSTEM,,2002,1,
node:c359ce62-0cd7-41ca-85c3-94c3577a8095,"""NEAR MISS INCIDENT REPORTING DATE""",,3227,1,
node:cdf9bca0-4a06-4c0a-9ef7-47e0e74d5387,INTELLECT_DATEMATRIX-18/04/2023 - HEURT PAR BARBELÉS.,,2725,1,
node:da753ac7-9a89-4c64-aca7-cc4802d7ce96,TRANS ADRIATIC PIPELINE AG.,"""ORGANIZATION""",3354,1,"{'""ORGANIZATION""': 1}"
node:575d4e96-0836-4297-8c54-7e1a93d00ab3,NON TECHNIP OWNED - RNT-NM (SNM) 22 - 2529 TAP - ALBANIA/ACS02 - 03/10/2018.,"""INCIDENT_TYPE""",2057,1,"{'""INCIDENT_TYPE""': 1}"
node:6e333402-6d2d-416f-84dd-a3d87993b9fa,"TIRANA FACILITY (ZOBSOLETE) IN TIRANA, ALBANIA.","""LOCATION""",3199,1,"{'""LOCATION""': 1}"
node:4082c2e5-4a90-45b7-bfcb-66f56475acfe,UNSAFE LIFTING OPERATION (SOURCE ENTITY) WITH A LIKELIHOOD AND SEVERITY VALUE FOR LOSS POTENTIAL 8.0.,,3445,1,
node:5267f71f-990f-4c6f-8015-0385824fd2dc,"""LOSS_SEVERITY_VALUE""",,1923,1,
node:9a282277-1ae6-46a0-8bf2-9445976b0a04,"""SYNERGI REPORT""",EQUIPMENT,2961,1,{'EQUIPMENT': 1}
node:f0c31211-e5e6-48af-b1c0-c85fedc20fd0,"""ECHTO OFFSHORE SUPPORT WORKSHOP""","""LOCATION""",2776,1,"{'""LOCATION""': 1}"
node:2db6557e-5612-4f89-a882-209786f1e68a,"""TECHNIP UK LIMITED""","""ORGANIZATION""",31,2,"{'""ORGANIZATION""': 1, 'ORGANIZATION': 1}"
node:98a56ef9-d0c0-472b-9f1b-9941b5939669,"""SAFETY INCIDENT - OPERATOR TRAMPLED BETWEEN CRANE BEAM AND MEWP RAIL""","""INCIDENT_TYPE""",3215,1,"{'""INCIDENT_TYPE""': 1}"
node:1c7f288f-abea-40bb-bde3-6861228f586a,"""OPERATOR TRAMPLED BETWEEN CRANE BEAM AND MEWP RAIL - STEVEN MARTINS""","""BODY_PART""",2384,1,"{'""BODY_PART""': 1}"
node:edfec0fb-b215-423b-adb6-8e5f206746e2,"""CHERRY PICKER BASKET – MOVEMENT CONTROL ISSUE - STEVEN MARTINS' INCIDENT""","""EQUIPMENT_ISSUE""",2967,1,"{'""EQUIPMENT_ISSUE""': 1}"
node:ba90bdda-795f-4a1b-8712-454accc2ec48,"""OPERATOR TRAMPLED BETWE0W CRANE BEAM AND MEWP RAIL - STEVEN MARTINS' INCIDENT REPORTED TO HSE ADVISOR RICHARD IRVIN""","""RELATIONSHIP_DESCRIPTION""",134,2,"{'""RELATIONSHIP_DESCRIPTION""': 2}"
node:6018dccb-f8c2-481a-b852-a3eaae2cdefd,"""OPERATOR TRAMPLED BETWE0W CRANE BEAM AND MEWP RAIL - STEVEN MARTINS' INCIDENT REPORTED TO HSE ADVISOR RICHARD IRVIN – DRAFT OF THE FULL REPORT""","""RELATIONSHIP_DESCRIPTION""",134,2,"{'""RELATIONSHIP_DESCRIPTION""': 2}"
node:757830ad-019b-4d2a-8568-a7c332074f50,"""OPERATOR TRAMPLED BETWE0W CRANE BEAM AND MEWP RAIL - STEVEN MARTINS' INCIDENT REPORTED ON 7/28/16-UPDATE – HSE_ISSUE_EQUIPMENT""","""RELATIONSHIP_DESCRIPTION""",3326,1,"{'""RELATIONSHIP_DESCRIPTION""': 1}"
node:03c8592e-98c1-42c7-9227-3323f42dbf99,"""VIOLA MAIO""","""ORGANIZATION""",1935,1,"{'""ORGANIZATION""': 1}"
node:f30b1905-8fe2-436b-a8e0-b3735aa40ffc,"""2B JUMBO""","""EQUIPMENT""",2281,1,"{'""EQUIPMENT""': 1}"
node:0d544e6d-bac0-41bf-b302-4e0bee1ec4a5,"""TRANSLATION MOTOR STRUCTURE""","""EQUIPMENT""",3067,1,"{'""EQUIPMENT""': 1}"
node:89c166d6-6557-4cf9-9be9-70fc8e6065b7,"""COILS""","""BODY_PART""",2049,1,"{'""BODY_PART""': 1}"
node:e038a890-e293-4642-9147-6c90da88d29d,"""HYDRAULIC FLUID LEAKAGE AT VIOLA MAIO""","""INCIDENT_TYPE""",3419,1,"{'""INCIDENT_TYPE""': 1}"
node:58639be1-e35f-4ca6-8fc7-7c5e7d728cec,"""ENVIRONMENTAL ACCIDENT AT VIOLA MAIO - HYDRAULIC OIL LEAK CAUSED BY 2B JUMBO COLLISION DURING MANOVER WITH STOCK COILE""","""INCIDENT_TYPE""",3425,1,"{'""INCIDENT_TYPE""': 1}"
node:0e583fc3-f9a9-47f9-b5d1-1d27b8cd89ce,"""VIOLA MAIO - HYDRAULIC OIL LEAK CAUSED BY THE 2B JUMBO COLLISION DURING MANOVER WITH STOCK COILE AT VICTORIA LOGISTICS BASE, VITÓRIA""","""DATE""",2142,1,"{'""DATE""': 1}"
node:15280708-72d6-4e18-998c-8fe6a373e630,"""FIRE & EXPLOSION CASE FI-034693C009""",<INCIDENT_TYPE>,3405,1,{'<INCIDENT_TYPE>': 1}
node:1a95fba2-13a9-4c4b-bc79-d5e27d902d37,"""SMU LLC VELESSTROY ELEVATION +116.000""",<ORGANIZATION>,3220,1,{'<ORGANIZATION>': 1}
node:f75c7fea-7d6b-48aa-a8f6-320bad86a41f,"""LLC VELESSTROY ELEVATION +114.000""",<ORGANIZATION>,1814,1,{'<ORGANIZATION>': 1}
node:ade0f3b9-f437-421f-bc69-98a73ff99921,"""BUCKET WITH PAINT IGNITION ELEVATION +114.000""",<BODY_PART>,3365,1,{'<BODY_PART>': 1}
node:59df5dbd-3564-4977-b89a-0672298566bc,"""ELECTRIC WELDING OPERATIONS ELEVATION +116.000""",<BODY_PART>,1949,1,{'<BODY_PART>': 1}
node:4fd58361-1b67-4400-af8c-547b6b7afb48,"""FIRE EXTINGUISHER OP-5 ELEVATION +114.000,+116.000""",<EQUIPMENT>,2447,1,{'<EQUIPMENT>': 1}
node:62964b8a-79c7-40ab-bf8a-9e1f081a523f,"""SABETTA SITE, SABBATA, RUSSIA ELEVATION +0.000""",<LOCATION>,2496,1,{'<LOCATION>': 1}
node:fab4ca55-d0a9-4547-aa0e-cfe0ba7b0633,"""FIRE & EXPLOSION - FLAMMABLE SOLIDS CASE FI-034693C009""",<INJURY_TYPE>,2572,1,{'<INJURY_TYPE>': 1}
node:0487b017-ccd3-4ac0-a3f8-13668be29252,"""CONSTRUCTION - INSTALLATION ELEVATION +0.000""",<INCIDENT_TYPE>,1837,1,{'<INCIDENT_TYPE>': 1}
node:e2b1b2c4-67b1-458c-a3eb-9101e64727b5,"""YAMAL LNG PROJECT FI-034693C009 ELEVATION +0.000,+112.000,+118.000""",<ORGANIZATION>,3204,1,{'<ORGANIZATION>': 1}
node:3fd183c9-8cf9-48f3-adce-5e20985bcf4a,"""JSC YAMAL LNG ELEVATION +112.000,+118.000""",<ORGANIZATION>,2910,1,{'<ORGANIZATION>': 1}
node:7c97a811-cc22-4346-8e56-d80ea3494329,JOHN DOE,PERSON,3380,1,{'PERSON': 1}
node:07bf4795-0d10-4a6d-b1c7-1716cb9b6fb3,FALLS FROM HEIGHT INCIDENTS,INCIDENT_TYPE,2247,1,{'INCIDENT_TYPE': 1}
node:afa1deae-2da0-448c-8ad5-a271409de795,HEAD BRAIN LOBESHOTTLE,BODY_PART,2019,1,{'BODY_PART': 1}
node:c38db1e4-3315-4f3e-a345-98a0544943a4,SAFETY HARNESS AND LIFELINE SYSTEM,EQUIPMENT,1907,1,{'EQUIPMENT': 1}
node:de617a34-fe10-441c-88a1-22bd28411850,CONSTRUCTION SITE ALPHANEUM,LOCATION,3173,1,{'LOCATION': 1}
node:d461d9e5-8058-4fee-b6d3-8789ccaa40f4,SAFETY COMMITTEE OF CONSTRUCTION SITE ALPHANEUM,ORGANIZATION,1800,1,{'ORGANIZATION': 1}
node:15e26ec5-29fd-44c8-8196-69392c565e56,JOHN DOE'S FALL INCIDENT DATE,DATE,3169,1,{'DATE': 1}
node:3ad9443e-dfc3-4d58-9b3b-e014a5d6dcb4,"""ENTITY""",,3303,1,
node:e6532c17-169a-4abe-aa90-5448a8766c45,"""TRUCK DRIVER""","""PERSON""",3211,1,"{'""PERSON""': 1}"
node:bcb2b0e9-f899-477a-8005-ff61a20e4d57,"""DRIVER'S HELPER""","""PERSON""",2691,1,"{'""PERSON""': 1}"
node:90260eb1-5a82-479e-8367-bc00af93c667,"""OBSTACLE""","""INCIDENT_TYPE""",2909,1,"{'""INCIDENT_TYPE""': 1}"
node:0881b9da-96d6-4666-af87-f32f252115fa,"""PIECE OF CONCRETE COVER""","""EQUIPMENT/OBJECTS""",3184,1,"{'""EQUIPMENT/OBJECTS""': 1}"
node:3531ba4b-8827-4496-8dee-a88de7aa65bb,"""TRUCK'S LEFT WHEEL""","""BODY_PART""",2678,1,"{'""BODY_PART""': 1}"
node:462e8560-606f-40b0-b634-7885005926f9,"""OBSTACLE ON ROAD""","""INCIDENT_TYPE""",2379,1,"{'""INCIDENT_TYPE""': 1}"
node:c83f1c4c-ab9d-4251-b520-467f00e993b3,"""PIECE OF CONCRETE COVER OBSTRUCTION""","""EQUIPMENT/OBJECTS""",2538,1,"{'""EQUIPMENT/OBJECTS""': 1}"
node:98e6e183-f57e-4836-8a15-cc247e5805c2,"""TRUCK DRIVER'S HELPER AND OMA SITE MANAGER ATTENDANCE""","""PEOPLE/ORGANIZATION""",2135,1,"{'""PEOPLE/ORGANIZATION""': 1}"
node:a3b5217c-e964-407c-a06d-f6e863be8826,"""OMA'S HSE DEPARTMENT NOTIFICATION""","""ORGANIZATION/PEOPLE""",2219,1,"{'""ORGANIZATION/PEOPLE""': 1}"
node:22cac12a-05b4-46e8-9e0f-335892556339,"""BAY-C WAREHOUSE""","""LOCATION""",2240,1,"{'""LOCATION""': 1}"
node:cf7ce824-7236-4e5f-b438-386ef54c79ef,"""TRUCKS""","""EQUIPMENT""",3428,1,"{'""EQUIPMENT""': 1}"
node:6841954d-53f6-4126-a3d4-e57bc4cd823c,"""MATERIALS ON PALLETS""","""BODY_PART/EQUIPMENT""",2043,1,"{'""BODY_PART/EQUIPMENT""': 1}"
node:c34de58c-136a-472e-af47-a668a3412396,"""NEAR MISSE INCIDENT - TRUCK HITTING PARTS""","""INCIDENT_TYPE""",2175,1,"{'""INCIDENT_TYPE""': 1}"
node:06e99fa4-7205-4597-a0d3-eec3b542f72e,FINGER INJURY,INCIDENT_TYPE,2531,1,{'INCIDENT_TYPE': 1}
node:4dd76d2d-daf4-48b8-a9cf-f4cf650e7aa4,RIGHT INDEX FINGER,BODY_PART,84,2,"{'<BODY_PART>': 1, 'BODY_PART': 1}"
node:2da296d9-4fd9-4e8e-bd84-db2ba887f029,WORKPLACE WOUNDCARE,EQUIPMENT,2471,1,{'EQUIPMENT': 1}
node:a879dbe6-85aa-43d8-965b-1706a5a4219e,YAMAL LNG MWP1,,2738,1,
node:abd6c809-c984-4186-b124-01577cefb7df,ZAMBECI - ALNG2 COSCO YARD,,2699,1,
node:dd6790c5-10bf-418b-aad3-8f438f5bf87c,YAMAL LNG MWP1</ENTITY_NAME>314-PAU-004,,3079,1,
node:6cc988e4-1d55-4ccf-9296-5e2dd9827721,"""MATERIAL HANDLER MENTORSHIP TRAINING""",INCIDENT_TYPE,2483,1,{'INCIDENT_TYPE': 1}
node:aeaaec2e-d4a8-40e3-a37b-4553c52047b3,"""ACCIDENT INJURY - BEAM AND GRIATE DAMAGED""",INJURY_TYPE,2164,1,{'INJURY_TYPE': 1}
node:dab949bb-46f8-450e-9cad-c58afbf6b65a,"""GREMP CAMPUS - HOUMATON USA""",LOCATION,3056,1,{'LOCATION': 1}
node:4546c234-2c2d-4042-af6e-81a30b23da0e,"""CARRY-OVER/POPOFF CASE""",INCIDENT_TYPE,2692,1,{'INCIDENT_TYPE': 1}
node:ca1ce81c-a52c-478d-9226-9df3b41fb3f2,"""HESS CORPORATION""",ORGANIZATION,66,2,{'ORGANIZATION': 2}
node:d1afc5ad-651e-4b3f-a161-42446a79d0d7,"""TECHNIPFMC PLC""","""ORGANIZATION""",82,5,"{'""ORGANIZATION': 1, '""ORGANIZATION""': 3, 'ORGANIZATION': 1}"
node:b2057282-3bff-4b1c-97be-0675c07ca4cd,"""OFFICE BUILDING FALL IN PARKING AREA""","""INCIDENT_TYPE""",2473,1,"{'""INCIDENT_TYPE""': 1}"
node:1ef2cb0c-7775-484d-8f33-7d220ce0e7d5,"""MINOR ARM/ELBOW INJURY""","""INJURY_TYPE""",3299,1,"{'""INJURY_TYPE""': 1}"
node:b0205d7a-a68a-4432-847f-6fe989cdc0d3,"""SLIPPERY SIDEWAYS""","""EQUIPMENT/GEOLOGICAL FEATURE""",2195,1,"{'""EQUIPMENT/GEOLOGICAL FEATURE""': 1}"
node:c937d24e-8cf1-40b7-90cc-fcfd7c8c953e,"""AGOTNES FACILITY""","""LOCATION""",26,2,"{'""LOCATION""': 1, 'GEO': 1}"
node:3ca58e33-8c86-4a06-b4d7-0f98ac277581,"""COLLISION BETWEEN POP AND HEAD OF AMARRAVOO BOAT'S CODESA - ES""",<REPORTED_DATE_AND_TIME,3298,1,{'<REPORTED_DATE_AND_TIME': 1}
node:a82cdaa5-79ed-4c0e-9a49-02f11ee07894,"""SMALL POSITION ADJUSTMENT REQUESTED BY SUPERVISOR ON LAND DURING ATTRACTION MANEUVER""",<EQUIPMENT_ADJUSTMENTS,2811,1,{'<EQUIPMENT_ADJUSTMENTS': 1}
node:7adbba4c-bcd6-4be4-a11d-1a7625456e18,"""COLLISION BETWE0W AND HEAD OF AMARRAVOO BOAT'S CODESA - ES""",<STATUS_OF_CASE,2573,1,{'<STATUS_OF_CASE': 1}
node:15404bf2-fde9-4295-920d-997bad11a49e,<EQUIPMENT_AFFECTED,,3318,1,
node:de84f9aa-eaeb-4bb1-8249-a4b9cbad20f5,"""INCIDENT_TYPE""","""ACCIDENT""",43,5,"{'""ACCIDENT""': 1, '<INCIDENT_TYPE': 1, 'EQUIPMENT FAILURE': 1, 'LANDESIST': 1}"
node:9588b39d-d666-49fc-8c12-19b82dcacb15,"""NON-TFMC OWNED PULLING HEAD FALL FROM PALETTE""","""INCIDENT_TYPE""",2491,1,"{'""INCIDENT_TYPE""': 1}"
node:c6f90c27-6ad9-4db6-a931-293e1f1658a5,"""EUROPALLET WITH PULLING HEAD CONTAINED""","""EQUIPMENT""",2847,1,"{'""EQUIPMENT""': 1}"
node:52531616-0707-4b75-b199-3cea101148d4,"""PULLING HEAD SEALING FACE DAMAGED AND SIDE BOLT HOLE PCD/OD COATING RE-APPLIED""","""BODY_PART""",3499,1,"{'""BODY_PART""': 1}"
node:96c17947-1420-450c-a761-06a61af8e4e5,"""NON-PERSONAL PARTICIPANTS IN THE ACCIDENT""","""ORGANIZATION""",1950,1,"{'""ORGANIZATION""': 1}"
node:61ca69e4-0cb4-49d1-bf29-42ea1f58fb2d,SKANDI AFRICA,ORGANIZATION,59,2,{'ORGANIZATION': 2}
node:0854cb8b-7c98-4bf4-b9b4-5656bc9cf681,TOTAL ENERGY EP BRASIL LTD.,ORGANIZATION,2351,1,{'ORGANIZATION': 1}
node:71f1c541-6cb4-448e-8b32-38c5852e0e05,LAPA 5 FLOWLINE AND RISER,EQUIPMENT/PROJECT,2601,1,{'EQUIPMENT/PROJECT': 1}
node:8748e8fa-9be1-434b-83ec-2331e2bccdf1,TTS CRAINE BOOM HYDRAULIC HOSE,EQUIPMENT/PROJECT,2655,1,{'EQUIPMENT/PROJECT': 1}
node:83ac2dcc-5d84-42d6-a0a5-b6ca680aa978,HORIZONTAL CRAINE BOOM HYDRAULIC HOSE,EQUIPMENT/PROJECT,3277,1,{'EQUIPMENT/PROJECT': 1}
node:40483150-ed20-44ce-9871-f182b41f3c08,HORIZONTAL CRAINE BOOM HYDRAULIC HOSE END FITTINGS,BODY PART/EQUIPMENT,2950,1,{'BODY PART/EQUIPMENT': 1}
node:d89cc0da-cf4c-4885-b83a-2a116e800b91,HORIZONTAL CRAINE BOOM HYDRAULIC HOSE END FITTINGS DENZO TAPE,BODY PART/EQUIPMENT,2494,1,{'BODY PART/EQUIPMENT': 1}
node:5f46bd0d-7323-4900-9fc5-6a0837de377e,HORIZONTAL CRAINE BOOM HYDRAULIC HOSE END FITTINGS SCAF-DECK INSPECTION ACCESSIBILITY ISSUE,BODY PART/EQUIPMENT,3098,1,{'BODY PART/EQUIPMENT': 1}
node:bbcd1ad7-0839-4827-b33d-6da1fb9de034,HORIZONTAL CRAINE BOOM HYDRAULIC HOSE END FITTINGS WEEKLY INSPECTION IMPROBABILITY,BODY PART/EQUIPMENT,1891,1,{'BODY PART/EQUIPMENT': 1}
node:c845dd23-1e19-40d0-ba76-92e64855c8ad,OCEANIC CHALLENGER,ORGANIZATION,2152,1,{'ORGANIZATION': 1}
node:7ec41f37-5b10-4841-8bf3-1cdcc510fd2b,ROV HD79,EQUIPMENT,2568,1,{'EQUIPMENT': 1}
node:d98a83d4-f17b-4168-85c6-b217fc769962,HYDRAULIC HOSIELINE ON ROBOT,EQUIPMENT,2659,1,{'EQUIPMENT': 1}
node:c2cd2dec-2213-4c1f-872b-0eeaafd1f9eb,"""GREMP CAMPUS (GENERATION PARK)""","""LOCATION""",2964,1,"{'""LOCATION""': 1}"
node:c114807f-e92e-4015-9d62-8b46040e8295,"""TECHNIP FMC PLC""","""ORGANIZATION""",3024,1,"{'""ORGANIZATION""': 1}"
node:7dcd2027-ee63-4d91-80a2-52d4f5abf7df,"""NA - NON PROJECT SPECIFIC""","""EQUIPMENT AT FAULT TRUCK LOSS POTENTIAL SEVERITY VALUE AND CLIENT LOSSES""",41,2,"{'""EQUIPMENT AT FAULT TRUCK LOSS POTENTIAL SEVERITY VALUE AND CLIENT LOSSES""': 1, 'PROJECT': 1}"
node:ecf00474-3264-4fb4-8302-4079aae0806f,"""WASTE BIN OUTSIDE WORKSHOP WH27""","""EQUIPMENT""",1872,1,"{'""EQUIPMENT""': 1}"
node:e3ca3527-58c3-4f52-b215-a92ac0b2cbd4,"""FIRE""","""INCIDENT_TYPE""",2859,1,"{'""INCIDENT_TYPE""': 1}"
node:13cb9afc-7555-4efd-938a-df4174aaaa73,"""USED CIGARETTES AND NAPKINS""","""BODY_PART/MATERIAL""",2211,1,"{'""BODY_PART/MATERIAL""': 1}"
node:c985cadd-0062-4122-941a-2d8d52b85baa,"""QHSE DEPARTMENT""","""ORGANIZATION""",2772,1,"{'""ORGANIZATION""': 1}"
node:a20674ea-4298-49c0-a2e4-eb71487d69b4,"""EMPLOYEE""",PERSON,3429,1,{'PERSON': 1}
node:2e14528c-7c3d-43b0-ab0e-6c9417dc0818,"""TECHNIPFMC""",ORGANIZATION,47,2,{'ORGANIZATION': 1}
