id,label,type
node:10b81a4ea20d6fa5,marine growth debris passed during cleaning,entity
node:8b404f2ca7648002,large amount,entity
node:2db2b0e8ac06d9eb,we can see,entity
node:a7fbe2154dc80f13,almost full,entity
node:9ca2d009b2ea8d90,compress debris,entity
node:fd553e5e4a27ccbb,full,entity
node:ad439577045e596a,amount of pads surface teeth,entity
node:daf1e821ff795cc6,compress debris of shellfish,entity
node:5af80195b68a4db8,large amount of pads surface teeth,entity
node:3b4179614ee037c8,amount,entity
node:c2507b973fccd819,situation,entity
node:618ba1b2ac845d90,potential slippage,entity
node:cc58621b661a3b49,our squeezing OFEP,entity
node:be30e96d13eed620,To my opinion affected by lack,entity
node:0f87b5573dcb4ae7,To my opinion affected by lack on our tensioner pads,entity
node:026759489f6dd1ff,our OFEP,entity
node:cedc3f77294ba862,To my opinion affected by lack of grip on our tensioner pads,entity
node:48392a7ee7d05e44,lack of grip on our tensioner pads,entity
node:15b2d730b796cc9f,affected,entity
node:a9de62109b5bbd4c,lack,entity
node:973b8ab27a953d75,my opinion,entity
node:8fc7b722c972d50c,lack on our tensioner pads,entity
node:fa8a4a0b2bdeb5d0,lack of grip,entity
node:f5be343eaf542d99,To my opinion affected by lack of grip,entity
node:c0bfb290b44c7371,My recommendation,entity
node:cfc4f8bbea4858c0,our tensioner pads,entity
node:7cd31340dfaeb57a,Substantial,entity
node:c5c11887218b0e4c,4.0,entity
node:3870a30e191483dc,event,entity
node:f105e53fe5a10f50,undesired event,entity
node:3d73a65ff68270a6,Probability,entity
node:89c9e690f63d8de8,occur,entity
node:67f61e3da5145b1a,3.0,entity
node:f14573a79da37f00,2024-04-24 02:30:00.000,entity
node:ade5231b4b80e03c,VLS7 Potential product slippage,entity
node:87f3c20997d168f9,old umbilical recovery operation,entity
node:1d89b4aec2173c3c,Enfield,entity
node:f5c1a535ac76a6de,VLS7 Potential product slippage due,entity
node:ccf791b80952cc4e,Subsea,entity
node:870e2c1cc5c6ef05,Vessels iEPCI,entity
node:98c1cea89b4b3a07,300764C005,entity
node:6b48d8facb7cf47c,TECHNIP UK LIMITED,entity
node:bbcd489b376197c9,Planning,entity
node:3c46ad0911c8c040,works,entity
node:49122ea5a8843b1f,2024-04-15,entity
node:4a8e93a758aa940d,Open,entity
node:e32375a02bc4d9bf,UK Aberdeen,entity
node:8601677ad267e0ac,TFMC505,entity
node:3a0fe8545bac232e,Injury/Illness,entity
node:498b3797c1ffeb8d,8.0,entity
node:56ad49b28b1f4b20,Green,entity
node:ac4d8024f60c730d,2023-04-04 18:17:00.000,entity
node:7cdf8021daa3b04d,Falta de extintor de incêndio dentro da oficina elétrica de Pipelay,entity
node:0a8aa232494d650c,Projects,entity
node:3fed62e348f32e66,070556C001,entity
node:ace9b0eac87cb97b,project,entity
node:9e65ab9ef645443f,PETROBRAS,entity
node:68d037e05a11bb4f,Equipment condition,entity
node:95b4cd0ed3ccaa23,2023-05-25,entity
node:87e6f979dbf54aa1,TPBRASIL,entity
node:a59e9d67a639f1aa,TFMC649,entity
node:05b7e23f147a47b0,Inspection,entity
node:9dc1d4db99083757,tear on sling,entity
node:fc2b08931077ae97,tear,entity
node:9a62f4d6cac2a857,2025-03-18 17:18:00.000,entity
node:606a596c632a0db5,Good Practice,entity
node:eb8e33e21ad8bcff,Working Practice,entity
node:b8549b51af74a3a1,Good Working Practice,entity
node:9f5a2d4efa86e1fb,Practice,entity
node:0efe3aa51493aa54,Services,entity
node:1d74ee50c3e1d200,NA,entity
node:b5d3ea6b47f3dbe3,Equipment Suitability,entity
node:3b7be6df50a572a6,2025-03-18,entity
node:12d665538115f553,TFMC366,entity
node:e7c9bb7484124bcc,Lys,entity
node:4fcec8b159ee520c,test pågår,entity
node:b447689ec02c8797,trykktest pågår benyttes på utsiden av porten som indikerer,entity
node:633e7bd051b8e954,pågår benyttes på utsiden av porten som indikerer,entity
node:5cb451a0ffad5dfa,2022-06-02 12:57:00.000,entity
node:9dd33a90cb4f51e0,Test center Hall H,entity
node:539180506d329d00,Sign,entity
node:02a0acc142e19d07,should ongoing,entity
node:42d43bbff8e29822,should wit pressuretest ongoing,entity
node:3115b70604ffcf3f,should marke wit pressuretest ongoing,entity
node:781f46fabbbd7ca3,Hazard Identification,entity
node:78fc208a708a21f6,Vessel,entity
node:beef3462beb17905,life rules,entity
node:e750fd61f3fffbc8,Fire,entity
node:5da22bd0f1da454f,Line,entity
node:ccc83dc829b0c87c,life saving rules,entity
node:1c6ffe009a1fecb6,2022-06-02,entity
node:69e89a8611d3e85c,TFMC084,entity
node:1d051ddebb2afa7b,Frequency,entity
node:a0bc746ddfb69b1b,Has occurred,entity
node:193ad9ad8dec6fbf,Has occurred in our company,entity
node:8e414dd17d8bfdc5,2024-03-14 18:30:00.000,entity
node:ca025a58cff4e057,SWA,entity
node:3f49d0867da0801b,Surface Americas,entity
node:a34fc1e54255aeb4,2024-03-15,entity
node:8a75cbee01a8c10f,TFMC575,entity
node:fb45a8eea326f469,operator,entity
node:51a83499598774b1,piece of TPR,entity
node:53b8397de2d8984f,lifting strap,entity
node:031413cfccfe530f,piece,entity
node:1c9898c2a5f6f9bf,0.0,entity
node:f9f965e97d750ead,2022-02-24 16:00:00.000,entity
node:1bccc1f14b745c90,Stop Work Authority ***** Improper use,entity
node:c71ff144d69817e0,Work Authority ***** Improper use,entity
node:3fb1e431801b43fe,Stop Work Authority ***** Improper use of Equipment,entity
node:13410cae09306cc6,Work Authority ***** Improper use of Equipment,entity
node:6bf007836a35ccb8,HESS CORPORATION,entity
node:e43df9a07791cf5a,Safe Mechanical Lifting,entity
node:70859b7f9205dc81,Safe Lifting,entity
node:92d963f33a65f809,2022-02-25,entity
node:6a611dc3333cada5,has approved,entity
node:8b3aa9c18f3ac1e0,when has approved,entity
node:8afd1bdc2de8f572,2022-03-30,entity
node:3222bd3614cf1c6a,TFMC616,entity
node:8816bfad41ee8613,ROV,entity
node:9038e613ed695757,pry bar with lanyard,entity
node:fa1e3e124de010c9,lanyard,entity
node:845f53ca5412b01c,Pry Bar,entity
node:13bb81856f55feec,anticipation,entity
node:dd8810832f458e17,TMS,entity
node:3cb7d2848a6144c8,Environment,entity
node:4dd842546de55b2c,Negligible,entity
node:ee7d7df4366777c2,1.0,entity
node:e31f212b8e2f7a7d,Unlikely Activity,entity
node:f426ae6423a7bf2b,occurs,entity
node:30b496ab33f9e492,2023-07-19 03:13:00.000,entity
node:fcbecb8d22f19c02,pry bar seabed,entity
node:50f3f07ac4ebd18c,bar seabed,entity
node:6b1673fb13c816cc,300613C001,entity
node:8134b8752c35ca2c,SHELL OFFSHORE INC.,entity
node:8f61ef577fdfb061,2023-07-19,entity
node:d12aa20bcd88a452,TPFMCUSA,entity
node:fd628f49c74f57cc,TFMC609,entity
node:cdc7b1fd5ec50168,Spool,entity
node:a474cc90df078396,day supported by crane,entity
node:fbfdbf37c89e6c2f,day only supported by crane,entity
node:7c5133188f06cf08,working day supported by crane,entity
node:2f66675f9597d24c,working day only supported,entity
node:177b6fc0ace9408c,working day supported,entity
node:e5f8e1ef19ac2663,day,entity
node:c21d00c0119bd2e9,day only supported,entity
node:b3ed3ea3554bc5dc,working day,entity
node:6d8f0e4d1d62b999,day supported,entity
node:7c5d108f185a562d,left,entity
node:46443c55be9240ef,working day only supported by crane,entity
node:739a938eed68b0e2,Picture,entity
node:745a2eedabcbf308,email,entity
node:180f9ff29c9bccc1,Significant,entity
node:19f1995a09848a5b,quarterly,entity
node:45794813d1dcdc40,2025-05-14 06:53:00.000,entity
node:6a1a81cbc9e917c4,suported by crane,entity
node:8a18df1318c1ac8a,suported,entity
node:b7a3802d43e0d4cc,REMS,entity
node:648d66c2a0ccc58f,Controls,entity
node:443a745bad2abfcf,Bypassing Safety Controls,entity
node:9c08c0553d883ff6,2025-05-14,entity
node:174e31cf688ff888,2025-06-12,entity
node:0b9f95cddcb4a87b,TFMC475,entity
node:f7abaf52ca54d835,personnel,entity
node:ea19d283cf971b8e,platform,entity
node:379ddb282d0b61e6,they,entity
node:a305fd46f8876c61,swing gate,entity
node:0f68b62bc2cdd2a8,descend,entity
node:d2b2d7453e27c61d,180 degrees,entity
node:d42b18a1b0212727,lower platform,entity
node:4c86708f5ab73dd9,person,entity
node:59bf1664ee69d2f7,them falling to deck below,entity
node:f9f92ea74fdd03d2,them,entity
node:b7f0f540dca0d76a,resulting,entity
node:e3c352f17482190f,them falling,entity
node:b1b9292845556c43,resulting in them falling to deck below,entity
node:9ae68254870db889,them falling to deck,entity
node:22136f1a8001779e,resulting in them falling to deck,entity
node:ae329410f793bc9c,resulting in them falling,entity
node:b42655ce212e4630,resulting in them,entity
node:e88261edb46aad95,additional barriers,entity
node:73f0232586717032,falling,entity
node:624e0a568f3bd900,falling between handrail,entity
node:c6eaa9919d9a5fab,barriers,entity
node:a35b76dce3eded57,2023-11-27 19:22:00.000,entity
node:372b1472b2b53264,SIFP,entity
node:2c683aeaf9aac3f5,078773X041,entity
node:6bcf1d394e12e288,silos,entity
node:26b96079fde2a001,granulate,entity
node:630c2328cc3b1844,Fall fall,entity
node:92de4aaab559e717,level,entity
node:a4f1f52b9bfcbf83,Fall to lower level fall to water,entity
node:771d039cc4699735,lower level,entity
node:148fddfbb2cbef16,Fall,entity
node:ca119d3be1e47ad6,Fall to level fall,entity
node:a753cd102df7977f,Fall fall to water,entity
node:f5503812064b0ac3,Fall to lower level fall,entity
node:0c53edb5a8efedb7,Fall to level fall to water,entity
node:c764f18f93c0c71b,Height,entity
node:6bac13579f733a19,2023-12-01,entity
node:7f2b6f171996d252,2024-04-20,entity
node:35a99011be9533a5,TFMC502,entity
node:5d2182cbbfb93286,2023-04-24 19:59:00.000,entity
node:c62539f9b4bdc62a,Uso de herramientas de herramientas electricas,entity
node:f4720da1401b8acd,2023-04-25,entity
node:9763829b880781d8,TFMC638,entity
node:da631853bc036e4e,S18AC08C RACK DAMAGE,entity
node:2bfc4fa971d879cd,2023-06-17 19:54:00.000,entity
node:8557a23ebd26d1cc,S15 DOCK C S18AC05E,entity
node:dced6ea9be60cf06,TECHNIPFMC PLC.,entity
node:fab9dd22cf8c8fdd,2023-06-21,entity
node:61188690a1918bd2,TFMC611,entity
node:35308956bc80dd9b,Testing,entity
node:216a77e2c9677f83,the,entity
node:d7129d524606ce12,paused,entity
node:8c99a9ab6822800b,the secondary,entity
node:49bcd71b8a6c8340,2025-08-09 16:38:00.000,entity
node:77a9f354452b9b80,Work Practice,entity
node:03119342304223d5,Good Work Practice,entity
node:5b747ccc50bf626a,2025-08-09,entity
node:af37b94b74201925,time,entity
node:8b188dad367da35c,2024-05-29 13:31:00.000,entity
node:d7eaa32f2ed41d50,000164A001,entity
node:b2cb7d8a3b088acf,FMC COLOMBIA,entity
node:0ee91737fc070269,2024-05-29,entity
node:f5b57273b07fc471,2024-10-18,entity
node:56a5da3e695db977,TFMC672,entity
node:b6c3f6fd28df5459,B9 RLWI Overnatting,entity
node:80a433ee9daacb8d,2022 er i brakkene på Ågotnes,entity
node:75a69df29ab2e3e8,men,entity
node:78f6eea4f09fc189,er ikke lett å få nok hvile når man hører alt som skjer på naborommene og mye bilstøy fra utsiden,entity
node:f5f0a4c63fdf6c45,er faktisk ikke bra,entity
node:0e884c6417d9e83a,faktisk ikke bra,entity
node:fe4b5a876274e48c,2022-12-21 11:03:00.000,entity
node:017d69398e995f42,motel,entity
node:7e037bd8688bdf0d,condition at motel,entity
node:0ebe067dd7d86a75,poor condition,entity
node:964d15eec2906d3f,condition,entity
node:a01eec4114e6e049,poor condition at motel,entity
node:b930e59fa11aeb4f,Support Service-Planning,entity
node:b9cd3e6b7ead0dab,2022-12-29,entity
node:7553d7c6e526e13d,TFMC460,entity
node:a9350496c7503d32,2023-05-05 17:14:00.000,entity
node:bbfa76cd9ab17a80,Top Coral,entity
node:70ac2a63bc167e13,PLSV1,entity
node:691941ccdae6c5a4,Atlantico,entity
node:14deb582cb3f2bf5,Rio de Janeiro,entity
node:4876a8d72dbba194,033318A001,entity
node:5a3dfa471f39694a,2023-06-06,entity
node:f7d30d09c01e0f68,TFMC662,entity
node:5aa4d71cea0fe7b0,2024-09-02 15:51:00.000,entity
node:e338b745e46f9e42,Bridge wing walkway access,entity
node:e4e065233234a732,HM ESP,entity
node:f638e8ec4809041a,OXY USA,entity
node:9a9c739d1ac4f5b9,2024-09-03,entity
node:7a25cef78ac12e93,TFMC501,entity
node:4d152c3a4c0b0192,2021-05-20 05:00:00.000,entity
node:2b04b04221128fac,Subsea Processing,entity
node:0fd25730b84c418a,Falls,entity
node:3db2cadf10105d02,same level,entity
node:25863f0b09bfbc80,2021-05-20,entity
node:42597006dd9cdfba,TFMC212,entity
node:8a080ea6a47b8c75,I,entity
node:c63a6968f1b169bb,floor,entity
node:47e91b9b90c28611,ADM-692,entity
node:7248ce761a610ff2,inventory,entity
node:63d1d90b49e1d152,Aramco store,entity
node:bfae81b45301587a,risk,entity
node:ec3ec8d68229fe2f,wich,entity
node:683082e8d476ed87,Slips,entity
node:9de15917bc63b14f,risk of Slips,entity
node:aaf436d6d8863596,equipment,entity
node:b666050c56d0a0e8,2025-04-14 10:53:00.000,entity
node:0f7b316a8a526645,lot,entity
node:cdba1c83a6b53874,lot of equipment,entity
node:56e29d5d7ca98950,Surface International,entity
node:bc5513c62a5e237c,2025-04-14,entity
node:fb3e0760a0eeaeb3,2025-05-06,entity
node:17ff1c821eae38f1,TFMC550,entity
node:7be315bbf6c7fb93,2025-07-18 15:54:00.000,entity
node:fe7b5ef3c8e2a157,Acessório de içamento,entity
node:069e9152f6842c58,Offshore Bases,entity
node:9d03946d9feac5a3,022650G040,entity
node:3c9a5c716fad06d7,2025-07-18,entity
node:6258536d397e83f1,Qatar,entity
node:767bdeb3620d03b6,TFMC743,entity
node:7169514c0ec32d4a,enquanto os,entity
node:64975681cbf39d01,Serimax estavam acompanhando o meio,entity
node:645798be36d137a1,Um barulho foi ouvido,entity
node:8d62c86d32dda199,ponta,entity
node:55bbca7bf4fd1be9,2022-03-20 11:00:00.000,entity
node:d0332e0f1eb5edd3,077524C001,entity
node:8e0b41015560da53,Inadequate Supervision,entity
node:cd645485f0892b3a,Manufacturing-Assembly,entity
node:e18ebcb0d5ff0539,2022-03-21,entity
node:e513d3951cc44be9,2022-10-24,entity
node:8e689d7ec730247d,TFMC640,entity
node:65dc49e7dc1b4917,Active,entity
node:224378da5b398dec,HSE Officer,entity
node:204ccee9a57f98a4,daily observation,entity
node:051e231117b24b8a,observation of contractor 's work area,entity
node:ce821ee66a5ee42a,gas regulator gauge,entity
node:ed69c76577f6b8c8,substandard condition,entity
node:f5941dd4447b7daf,contractor,entity
node:e90c0e34632eb0ea,work area,entity
node:31b1a4e5bd5f803e,daily observation of contractor 's work area,entity
node:057d0b41b97f9ddc,observation,entity
node:5bc6456a1a376478,gauge,entity
node:c767dfca429d2c4a,substandard,entity
node:e9934b8bedf121b2,it,entity
node:7970903a3d5df58d,corroded,entity
node:2ebabb3b58d47942,also corroded,entity
node:a187cb1c901af224,last 5 years,entity
node:f598c84bf2f1e3de,industry,entity
node:071212167b06367f,2023-08-29 01:30:00.000,entity
node:89aeaa3d35fda5f2,gas regulator,entity
node:1f31b69780b989e2,Substandard gas regulator,entity
node:2186a872a424a2a0,Manufacturing-Other Manufacturing Activities,entity
node:e0e10449ad616ed9,Hot Work,entity
node:6710a35968663e91,Work,entity
node:32e1636a9c59b3f9,2023-09-05,entity
node:1324e6cf24a2a926,TFMC409,entity
node:53bf793d1af4f63e,telas de carga,entity
node:d58e4ce2ee481c0b,trolley,entity
node:cb446ac07fed31b8,trolley e,entity
node:51b2efbcb85317e7,2023-10-22 03:00:00.000,entity
node:1c9c62c0d49e2019,Pouca visibilidade,entity
node:67f39236794b6eec,LTC,entity
node:3809f863f2412408,2023-11-23,entity
node:2e62ab2e21b7aa7d,2024-04-26,entity
node:fdf4868cc6bb5d7a,TFMC650,entity
node:9a994b5e2eccaac6,20T Forklift,entity
node:3278b0bd47d3df30,cabin basket,entity
node:a476406b9cde8d54,3 point,entity
node:4030799b05bd997b,Forklift,entity
node:4ac2697ce30524d3,offshore cabin basket,entity
node:9537bf61b54110b4,reversing,entity
node:f8600188b20f6f1e,reversing for 3 point,entity
node:341a6c30ec4bf850,2022-01-11 03:20:00.000,entity
node:2059d0a17182badc,20Ton Forklift,entity
node:f9fc27290375889c,parking delivery truck,entity
node:8d6dff8e9e39de5d,Surface Products,entity
node:7fa629320f9b3458,Workplace layout,entity
node:688a52403875ab92,Manufacturing-Warehouse,entity
node:5de4e8beaef98a7b,2022-01-11,entity
node:0232210716f7ca76,2022-07-05,entity
node:00e9e4a9ccd34fc0,TFMC408,entity
node:1685c0e86bbfafaf,os pés dos operadores,entity
node:b4718783efcb6ba7,projetados para fora,entity
node:3858e6c6d12e0ca4,Quando,entity
node:9aebae48b30cc9ef,HLS,entity
node:24e4c8cd231564e3,causando risco de torção,entity
node:5d3c66ed8faed75e,causando risco de torção queda de ferramentas Pipelay System,entity
node:c3f639768b0885b9,devido abertura excessiva entre piso da plataforma,entity
node:e9ad685bdba16ffe,em posição insegura,entity
node:e9f176cdb8191669,2022-10-01 14:07:00.000,entity
node:f97f133445d5fe9e,2022-12-12,entity
node:9af46ab9419d3ece,2024-01-18,entity
node:a6797ab87ac884c6,shipping,entity
node:cb7e1f7e457ea924,discovered,entity
node:f7c4d0b77ba82cb5,prong,entity
node:00e06c745e7a6711,broken,entity
node:f914c3424bff598f,2023-08-04 13:30:00.000,entity
node:4e63249fe9094a64,plug prong broken,entity
node:7d8f6219fc7d7abe,plug prong,entity
node:31a4c8a085235177,Electrical plug prong broken,entity
node:95841911f037288d,Electrical plug prong,entity
node:fc29b9b715938e23,2023-08-07,entity
node:9f7acca30a5d05d8,TFMC602,entity
node:e06195cbd2ed8171,2023-09-19 20:00:00.000,entity
node:532241c3412148ff,FMC TECHNOLOGIES DE MEXICO SA DE CV,entity
node:390e3d39dee706c3,2023-09-24,entity
node:c7d89a2221e5d3bf,2025-08-18,entity
node:9bc8fe4d762e3dfc,TFMC571,entity
node:a93cc964115b3490,mezanino perto,entity
node:fe319ad06d8dbd9d,bote de resgate está baixo,entity
node:95b0b39f28e67102,da rampa,entity
node:8a718c111c519156,2025-02-28 11:00:00.000,entity
node:0e81876442188727,Hazob,entity
node:22a5fa4913682056,energy,entity
node:7d2b56a53986d1d1,2025-03-06,entity
node:707b607494d51687,personnel 's leg,entity
node:9f61fe9f976fee2f,staircase,entity
node:c154363fb82db1c8,leg,entity
node:0fb139cbf588c21e,bruise,entity
node:8231e6b99c2601b2,taken to medic at FLT Onne Base,entity
node:a60d555e4c47d1f5,taken,entity
node:5e6e8b7b043f376e,Total FLT Onne Base,entity
node:de28dee12e3339d4,attention,entity
node:ce88bd347b473575,taken to medic at Total FLT Onne Base,entity
node:ebf0acaf5530fc0e,medic,entity
node:28cc7f16139ce10d,medical attention,entity
node:febd490f6b50e55a,FLT Onne Base,entity
node:5140db329bd4d184,after which referred for x-ray on affected area,entity
node:504efb7acaa4bd54,referred to PH clinic for x-ray,entity
node:df3ea2b3b13eff8c,referred to PH clinic for x-ray on area,entity
node:812c9c91b1166671,x-ray,entity
node:e04227f91d94ea5d,First aid,entity
node:983c9f44125421a6,administered,entity
node:cdfa4d48d15975b0,referred to Total PH clinic for x-ray on affected area,entity
node:77d6e6317727d7ef,referred to PH clinic for x-ray on affected area,entity
node:8c29bf24d97f1cf2,referred,entity
node:19ee3db8366a4308,after which referred to PH clinic for x-ray,entity
node:ed063a8d4c4d61ac,after which referred to Total PH clinic for x-ray on affected area,entity
node:a08316625ccda723,after which referred,entity
node:9603d22617bb5bd4,after which referred for x-ray,entity
node:61e59075944ea347,aid,entity
node:470fa8db6a411275,x-ray on area,entity
node:c7e27ed9d26aaa2c,after which referred for x-ray on area,entity
node:88360b6927036ef5,x-ray on affected area,entity
node:2743c73232fee054,PH clinic,entity
node:e777f0102b73a958,after which referred to PH clinic,entity
node:315744a395ba032b,after which referred to PH clinic for x-ray on area,entity
node:5f3a726eede29e8f,referred to Total PH clinic for x-ray,entity
node:a1571dabec1dccf0,after which referred to Total PH clinic for x-ray,entity
node:24254ea1e3042e3a,after which referred to PH clinic for x-ray on affected area,entity
node:531b546a4a0f82ae,after which referred to Total PH clinic,entity
node:060f9de00af323ef,referred to Total PH clinic for x-ray on area,entity
node:a32786695507330d,after which referred to Total PH clinic for x-ray on area,entity
node:cc38b53cc330b744,Total PH clinic,entity
node:0e6064f7ceb232b8,On 13th August 2023 performed on personnel 's leg,entity
node:97551d797dabbdfd,all,entity
node:c5c2e70aeea5edc6,OK,entity
node:4123dd045b654888,13th August 2023,entity
node:8a7272cb6a2e081a,On August 2023 performed on personnel 's leg,entity
node:ba1044ea7d693d4d,performed,entity
node:2ab78ffec165bd79,discharged,entity
node:03f730c3a97f1a31,after which discharged,entity
node:3627925c1dfd3da6,clinic,entity
node:5a8777c2b554d472,after which discharged from clinic,entity
node:a4aea24b6ab7ac64,August 2023,entity
node:ecb71da80f338ce4,2023-08-12 11:45:00.000,entity
node:c26941ac34c0172e,scratch,entity
node:bb8b3b26a9d48ec3,Minor scratch to Leg from Trip,entity
node:d2a66dd32d792a2a,Leg from Trip,entity
node:cf5e9973e959d6a4,Minor scratch,entity
node:6efd50af1f070ab9,scratch to Leg from Trip,entity
node:2747f7f0a94d9e5f,Minor scratch to Leg,entity
node:1d405714c10a00d9,scratch to Leg,entity
node:76736dbe8d6ee5b5,TECHNIPFMC NIGERIA LIMITED,entity
node:a8a1431f803c3b38,2023-08-15,entity
node:deccc37134f1eb32,2024-07-30,entity
node:9ddbbda0ad267791,TFMC374,entity
node:0dc25e0d69b48a60,safety,entity
node:f9e9314e4442ddbf,on safety walk,entity
node:2ec3dc612a9d548a,noticed,entity
node:7bd037f281390800,walk,entity
node:b5521eb10d67a2ae,2024-05-07 13:00:00.000,entity
node:9bb4dd87b658ba16,MWCC SURF,entity
node:3f624f8a23a523d9,TECHNIPFMC USA,entity
node:147eb3e99cace255,2024-05-07,entity
node:ea2073460c803769,TFMC618,entity
node:09c9de874ce16ffd,2022-09-22 08:08:00.000,entity
node:84b8af47fbd575cb,Escalier côté ascenseur bât K,entity
node:290ac6c785f40072,Flexibles,entity
node:f4db1b72c351b0c7,FLEXI FRANCE,entity
node:e425bc9b678a741b,2022-09-22,entity
node:746dde33a31af626,TFMC429,entity
node:34d3b343c02580e3,Stanley knife,entity
node:aa7874afe5f6f0cc,mobile platform/ladder,entity
node:91201b310f40fa68,platform/ladder,entity
node:8df261ba0e540292,Base 1,entity
node:9681f01975a39ce7,Knife,entity
node:4936f6de8efd0d27,tool stores,entity
node:6a84b973c4dbd733,ladder,entity
node:311e5a107e53ba9e,2022-08-17 14:15:00.000,entity
node:c70d5a4df28155b4,Hazard Observation,entity
node:99a1a88a69e5d65f,TECHNIPFMC ANGOLA LIMITADA,entity
node:0868b3100fa5d037,Support Service-HSE,entity
node:6b2d12000dbdfa30,2022-08-17,entity
node:16e6f6c0dbb599df,TFMC354,entity
node:a067c4add49b827c,2022-07-15 12:53:51.000,entity
node:5e884b692c186dc7,pointing,entity
node:ca6dec27fceb0a84,Brick work,entity
node:a2a93ced581db7a0,Well,entity
node:4f19aa9c20f9e9b6,Manufacturing-Maintenance,entity
node:893266468d104fe0,2022-07-15,entity
node:499703017953d7b1,TFMC515,entity
node:01fab378ab3fa3b0,2023-01-03 14:16:00.000,entity
node:75b5399d28fac031,poorly packed equipment arrived,entity
node:0a1b1946fb072375,packed equipment,entity
node:8feaaac0fc8d69c1,poorly equipment arrived,entity
node:42526adca38fd9ce,packed equipment arrived,entity
node:418975605c397106,packed equipment arrived at site,entity
node:8f16c38837fa9963,poorly packed equipment arrived at site,entity
node:0f84f8cd5586468a,equipment arrived,entity
node:46c6b3538527f9f9,poorly equipment,entity
node:aa961e96cff9787a,equipment arrived at site,entity
node:978b53bfe98dd61a,poorly packed equipment,entity
node:a126253d5680af94,poorly equipment arrived at site,entity
node:d4ee61f89b5eae3e,Manufacturing-Transport,entity
node:576c87e7f3613fb0,2023-01-30,entity
node:03ddb640be3973d2,2024-03-05 16:13:00.000,entity
node:e321f59e7b162a36,Electrical Safety,entity
node:ea624352622c7a4a,Down,entity
node:f6ace27169cb1cd2,Electrical Safety Stand,entity
node:1bbd200926d3992c,Safety Stand,entity
node:8bd6fead2e714664,FMC DUNFERMLINE SUBSEA PDT B,entity
node:17c7be7de9d741f4,Electrical,entity
