incident_id,source,description,target,text_unit_id,relationship_id,document_id
19,ACCIDENT 19 - EQUIPMENT DAMAGE (MOORING ROPE ENTAANGLED WITH THRUSTER T1),OCCURRED_AT,DEEP ENERGY,0d672854a6a74b3fe6ff511203d04ee9d5b63d38e8a2799404ad3a121a98b6dca5567fae9f95d9708478959f2b8b1795b9eb28a41fcfe4b0d8a5392316fb65e3,f435877c-fa6c-4984-825e-f28f442dac06,d2d8ca984ef41aa9cf0a3dddac35754485f2df5b59851e1e3294411a9a70c9a134ec9af3d3d1101d41fbd5a4e2d2eccfdb249d17eab2e69865c26db1649b6f98
19,ACCIDENT 19 - EQUIPMENT DAMAGE (MOORING ROPE ENTAANGLED WITH THRUSTER T1),SOURCE_SYSTEM,NITELEX,0d672854a6a74b3fe6ff511203d04ee9d5b63d38e8a2799404ad3a121a98b6dca5567fae9f95d9708478959f2b8b1795b9eb28a41fcfe4b0d8a5392316fb65e3,107387a6-d3d2-47f6-9466-5b14fe067d5a,d2d8ca984ef41aa9cf0a3dddac35754485f2df5b59851e1e3294411a9a70c9a134ec9af3d3d1101d41fbd5a4e2d2eccfdb249d17eab2e69865c26db1649b6f98
19,ACCIDENT 19 - EQUIPMENT DAMAGE (MOORING ROPE ENTAANGLED WITH THRUSTER T1),OCCURRED_AT,SERVICE BASE BERTHS 2-4 IN INVERGORDON,0d672854a6a74b3fe6ff511203d04ee9d5b63d38e8a2799404ad3a121a98b6dca5567fae9f95d9708478959f2b8b1795b9eb28a41fcfe4b0d8a5392316fb65e3,cef714b4-a18d-44a2-b477-10aa6f72ec8a,d2d8ca984ef41aa9cf0a3dddac35754485f2df5b59851e1e3294411a9a70c9a134ec9af3d3d1101d41fbd5a4e2d2eccfdb249d17eab2e69865c26db1649b6f98
19,ACCIDENT 19 - EQUIPMENT DAMAGE (MOORING ROPE ENTAANGLED WITH THRUSTER T1),INVOLVED,DETAILED TBT WAS CONDUCTED ON THE BRIDGE PRIOR TO THE OPERATION,0d672854a6a74b3fe6ff511203d04ee9d5b63d38e8a2799404ad3a121a98b6dca5567fae9f95d9708478959f2b8b1795b9eb28a41fcfe4b0d8a5392316fb65e3,139cdc3d-2006-43d8-b03d-bb46b64ec51c,d2d8ca984ef41aa9cf0a3dddac35754485f2df5b59851e1e3294411a9a70c9a134ec9af3d3d1101d41fbd5a4e2d2eccfdb249d17eab2e69865c26db1649b6f98
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,OCCURRED_AT,1/18/2022,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,22499e76-ce1b-4710-8082-0d56e171e998,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,INVOLVED,"DEEP EXPLORER, ABERDEEN, UK, EUROPE, TECHNIPFMC",cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,b2431fad-1d9e-427d-b5ba-e3358bfe4186,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CLIENT,RELIANCE ENERGY LTD.,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,ea51a0dd-c166-4b5c-a25b-49e24f0aa3bb,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,SOURCE_SYSTEM,INTELEX,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,bad88b28-90e0-4aa2-89e1-fd5a2041fc22,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CAUSED_BY,1M3 PER HOUR,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,faab4fd5-c9a3-4995-8731-cc3bb7aae74a,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,EQUIPMENT DAMAGE - 081105C001 - RIL - DEEP EXPLORER - LEAK ON SEAWATER PUMP #2 INLET PIPE,USED_IN,SEAWATER PUMP,4e4161d7293de27193f562e9c6392256191c456c804462435623f871cc15c6770ba2a1aff9ded728ead3408693a98d59cd0ddfd3e204fef2f358afccf181eb69,b4279b6b-f878-40d5-951a-520fb61c3cbb,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,INVOLVED,081105C001,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,89c6db56-8189-4f45-8104-6d24c9112fbe,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,EQUIPMENT DAMAGE - 081105C001 - RIL - DEEP EXPLORER - LEAK ON SEAWATER PUMP #2 INLET PIPE,INVOLVED,RIL - DEEP EXPLORER,4e4161d7293de27193f562e9c6392256191c456c804462435623f871cc15c6770ba2a1aff9ded728ead3408693a98d59cd0ddfd3e204fef2f358afccf181eb69,f3c2865a-238a-42e4-8d99-56dd310dcfc5,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CAUSED_BY,DP CURRENT,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,50b514b8-582d-41d2-9fcc-cf361cb1f09c,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,OCCURRED_AT,WATER DEPTH: 890M,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,4c883ce7-5a92-4ac3-b261-3e904c474692,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,EQUIPMENT DAMAGE - 081105C001 - RIL - DEEP EXPLORER - LEAK ON SEAWATER PUMP #2 INLET PIPE,RESULTED_IN,INCIDENT REPORT - 081105C001,4e4161d7293de27193f562e9c6392256191c456c804462435623f871cc15c6770ba2a1aff9ded728ead3408693a98d59cd0ddfd3e204fef2f358afccf181eb69,6d546195-ba3c-4748-ac6b-b44c938ed90e,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,EQUIPMENT DAMAGE - 081105C001 - RIL - DEEP EXPLORER - LEAK ON SEAWATER PUMP #2 INLET PIPE,OCCURRED_AT,16 JAN 2022,4e4161d7293de27193f562e9c6392256191c456c804462435623f871cc15c6770ba2a1aff9ded728ead3408693a98d59cd0ddfd3e204fef2f358afccf181eb69,db5f8824-84ed-4608-9fa5-15470d89b619,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CAUSED_BY,PUMP HAS BEEN REMOVED AND THE REPAIR METHOD IS BEING PLANNED AND DEVELOPED.,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,e3fba969-2c15-4eea-873d-dd7f93e390ac,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,INVOLVED,MARINE ENGINEERS,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,09f2a2df-294b-4dfd-b21e-98e13621c3dd,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CAUSED_BY,TRANSIT TO KAKINADA PORT,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,7b0e6cf0-9e4b-45ca-8c33-615828fc81cf,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,OCCURRED_AT,SEA STATE: 1.5M,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,0acdfc21-aad7-433c-aa0f-262f6dc32144,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,OCCURRED_AT,16°33.4'N 082°32.9’E,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,dd0f2b95-c1ac-400b-9a25-9bd13ae24b65,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,INVOLVED,RIL - DEEP EXPLORER,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,3a4bebea-41f6-4922-a129-0eb66cf75922,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,USED_IN,ROVS,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,8470a06a-c7df-4953-b723-b7156d782506,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,RESULTED_IN,LEAK ON SEAWATER PUMP #2 INLET PIPE,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,b76eb8ec-1070-495a-9283-8043218b4954,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CAUSED_BY,BILGE ALARM,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,1ce2e471-21df-48cb-8027-67bb24609ad4,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,INVOLVED,CHIEF ENGINEER,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,44abb5b9-f4ae-4fab-84b2-d037a405e167,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,INVOLVED,ECR TEAM,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,8e2d3d50-c54b-413c-9489-0fddada06f83,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
21,ACCIDENT 21 - EQUIPMENT DAMAGE - SEAWATER PUMP #2 INLET PIPE LEAK,CAUSED_BY,EQUIPMENT DAMAGE - 081105C001 - RIL - DEEP EXPLORER -,cad4aa3990eac6f460fe7fd664dd43febf978e1fa7255698730900679116a5759ee6ae0423d8fa50e2b748ad12146ce0b853c6839816f84c21e3047222ec5233,0bed3a8a-35d1-4092-8e22-160bb2e9e464,45c9610ae4165c6bdcd72fc44bfa2c7a70cdfa22efeeded5963c5bc09f851cf570a4e92cc443e9061312814fc3def461fe6450a8fac1f69faeb2fd9bdc821e59
57,ACCIDENT 57 - LOSS OF CONTAINMENT OF HYDRAULIC OIL FROM STBD CRANE TUGGER WINCH,OCCURRED_AT,"SKANDI AFRICA, ABERDEEN, UK, EUROPE, TECHNIPFMC",8201079a2277f95ba4c6770d267a23840d81a1774e422c4ff061d675e52f0dfe09922af6984ec5f47d49259e0fbb772db532095295c2db43bc3b870aeb9a9991,6a93ef02-6642-492c-9944-db811571cf19,10df4d0db727ebdf2b257160e1ad5bb2748af5408f7c007dfd55d6d827f79d92b7fbed3da05f6eeaf806e7430a2eecb0654660af993928722150cedc8abe1549
57,ACCIDENT 57 - LOSS OF CONTAINMENT OF HYDRAULIC OIL FROM STBD CRANE TUGGER WINCH,INVOLVED,STBD CRANE,8201079a2277f95ba4c6770d267a23840d81a1774e422c4ff061d675e52f0dfe09922af6984ec5f47d49259e0fbb772db532095295c2db43bc3b870aeb9a9991,c54dd8eb-6763-4106-a816-a07afc4d5dd2,10df4d0db727ebdf2b257160e1ad5bb2748af5408f7c007dfd55d6d827f79d92b7fbed3da05f6eeaf806e7430a2eecb0654660af993928722150cedc8abe1549
57,ACCIDENT 57 - LOSS OF CONTAINMENT OF HYDRAULIC OIL FROM STBD CRANE TUGGER WINCH,INVOLVED,CHEVRON AUSTRALIA WA 456 P PL JV,8201079a2277f95ba4c6770d267a23840d81a1774e422c4ff061d675e52f0dfe09922af6984ec5f47d49259e0fbb772db532095295c2db43bc3b870aeb9a9991,b82b7479-02a1-434c-b665-2881c47c681b,10df4d0db727ebdf2b257160e1ad5bb2748af5408f7c007dfd55d6d827f79d92b7fbed3da05f6eeaf806e7430a2eecb0654660af993928722150cedc8abe1549
57,ACCIDENT 57 - LOSS OF CONTAINMENT OF HYDRAULIC OIL FROM STBD CRANE TUGGER WINCH,OCCURRED_AT,1/21/2022,8201079a2277f95ba4c6770d267a23840d81a1774e422c4ff061d675e52f0dfe09922af6984ec5f47d49259e0fbb772db532095295c2db43bc3b870aeb9a9991,5836fede-a1bd-45cf-bc36-0192763193ae,10df4d0db727ebdf2b257160e1ad5bb2748af5408f7c007dfd55d6d827f79d92b7fbed3da05f6eeaf806e7430a2eecb0654660af993928722150cedc8abe1549
69,ACCIDENT 69 - MINOR BURN TO LEFT HAND,INVOLVED,POT NODDLE,e59cf26961a12710bbcd10561698a3b7591e121c438382b60afa8f0ea4985b3042a4f8296b3a22bdebcf57dee555a1d4195195b78821378dfa331c98e801dca1,520137c1-1656-4685-94d7-d067638fb781,ce65dc0822bfe4a929f797842607d5bdd36e724c1da37d4f52b5be2f38545121ca833d01e475bcd7cbeffc899f5f33bd16d4e8baeaeeeda63f423bf0d7c256a4
69,ACCIDENT 69 - MINOR BURN TO LEFT HAND,CAUSED_BY,BOILING WATER,e59cf26961a12710bbcd10561698a3b7591e121c438382b60afa8f0ea4985b3042a4f8296b3a22bdebcf57dee555a1d4195195b78821378dfa331c98e801dca1,412385f4-9a82-4556-a76d-f21ed6fba6a1,ce65dc0822bfe4a929f797842607d5bdd36e724c1da37d4f52b5be2f38545121ca833d01e475bcd7cbeffc899f5f33bd16d4e8baeaeeeda63f423bf0d7c256a4
69,ACCIDENT 69 - MINOR BURN TO LEFT HAND,INVOLVED,OFFICE WORKER,e59cf26961a12710bbcd10561698a3b7591e121c438382b60afa8f0ea4985b3042a4f8296b3a22bdebcf57dee555a1d4195195b78821378dfa331c98e801dca1,20a2ee17-4cfc-4fbf-8049-a826f8c5adf0,ce65dc0822bfe4a929f797842607d5bdd36e724c1da37d4f52b5be2f38545121ca833d01e475bcd7cbeffc899f5f33bd16d4e8baeaeeeda63f423bf0d7c256a4
69,ACCIDENT 69 - MINOR BURN TO LEFT HAND,OCCURRED_AT,1/24/2022,e59cf26961a12710bbcd10561698a3b7591e121c438382b60afa8f0ea4985b3042a4f8296b3a22bdebcf57dee555a1d4195195b78821378dfa331c98e801dca1,c544e856-55af-41a7-b99e-d83bf9a761c8,ce65dc0822bfe4a929f797842607d5bdd36e724c1da37d4f52b5be2f38545121ca833d01e475bcd7cbeffc899f5f33bd16d4e8baeaeeeda63f423bf0d7c256a4
69,ACCIDENT 69 - MINOR BURN TO LEFT HAND,OCCURRED_AT,DUNFERMLINE MANUFACTURING,e59cf26961a12710bbcd10561698a3b7591e121c438382b60afa8f0ea4985b3042a4f8296b3a22bdebcf57dee555a1d4195195b78821378dfa331c98e801dca1,2e1e9873-33e4-4f91-b427-5764d5d14281,ce65dc0822bfe4a929f797842607d5bdd36e724c1da37d4f52b5be2f38545121ca833d01e475bcd7cbeffc899f5f33bd16d4e8baeaeeeda63f423bf0d7c256a4
